RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022
394530,21,"Denver, CO",Msa,CO,196703.0,198036.0,199193.0,201766.0,204181.0,206746.0,209142.0,211772.0,214491.0,217141.0,219818.0,222339.0,224967.0,227310.0,229730.0,231994.0,234043.0,235710.0,237446.0,239157.0,240685.0,241882.0,242918.0,243653.0,243957.0,244466.0,245369.0,246451.0,247471.0,248239.0,249038.0,249404.0,249812.0,250249.0,250795.0,251058.0,251067.0,251131.0,251590.0,251878.0,251818.0,251598.0,251637.0,251763.0,252006.0,252246.0,252972.0,253637.0,254046.0,254159.0,254357.0,254961.0,255629.0,256330.0,256921.0,257519.0,257610.0,257891.0,258086.0,258955.0,259765.0,260301.0,260681.0,260989.0,261654.0,262109.0,262703.0,263122.0,263388.0,263767.0,264107.0,264595.0,265025.0,265167.0,265376.0,265418.0,265920.0,266222.0,266238.0,266282.0,265683.0,265061.0,264235.0,263941.0,263632.0,262825.0,262397.0,262314.0,262820.0,263143.0,263352.0,263264.0,262531.0,261361.0,259841.0,257959.0,256446.0,255172.0,254351.0,253473.0,252499.0,251782.0,250429.0,249284.0,248372.0,247821.0,247110.0,246154.0,245239.0,244868.0,244813.0,244782.0,244784.0,244640.0,244244.0,243915.0,243704.0,243914.0,244008.0,244312.0,245171.0,246461.0,247467.0,247627.0,247152.0,246183.0,245069.0,243703.0,242328.0,240951.0,239927.0,239098.0,238391.0,237459.0,236511.0,235865.0,234714.0,233895.0,233077.0,232871.0,232815.0,232771.0,232810.0,232770.0,232996.0,233439.0,233987.0,234996.0,236714.0,238986.0,241275.0,242926.0,244678.0,246483.0,248562.0,250486.0,252752.0,255376.0,258087.0,260296.0,262126.0,264106.0,266583.0,269248.0,271591.0,273455.0,275121.0,277345.0,279322.0,281606.0,283047.0,284663.0,286401.0,288263.0,290243.0,291541.0,293389.0,295610.0,298596.0,301873.0,305897.0,310134.0,314063.0,317537.0,320557.0,323580.0,326298.0,329550.0,333011.0,336859.0,340557.0,344435.0,347561.0,351025.0,354307.0,357720.0,360381.0,362364.0,364600.0,366763.0,368856.0,371069.0,373874.0,377130.0,380552.0,384220.0,387905.0,391035.0,393278.0,395144.0,396312.0,397441.0,399262.0,401900.0,404710.0,407956.0,410809.0,413629.0,415938.0,418782.0,421548.0,423957.0,425921.0,427825.0,430040.0,432187.0,434690.0,436030.0,437059.0,438214.0,439272.0,440141.0,439664.0,439489.0,439103.0,439406.0,439830.0,440585.0,441528.0,443409.0,446258.0,448425.0,450274.0,451769.0,453194.0,454213.0,455631.0,458794.0,463155.0,468442.0,474151.0,480150.0,486464.0,493254.0,500865,509492,521090.0,534376,548111.0,558073.0,565270.0,571458.0,579038,588258.0,598233.0
