GEO_ID,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households MOE!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households MOE!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households MOE!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households MOE!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households MOE!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households MOE!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households MOE!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households MOE!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households MOE!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households MOE!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households MOE!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households MOE!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households MOE!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families MOE!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families MOE!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families MOE!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families MOE!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families MOE!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families MOE!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families MOE!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families MOE!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families MOE!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families MOE!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families MOE!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families MOE!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families MOE!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families MOE!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families MOE!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families MOE!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families MOE!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families MOE!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families MOE!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families MOE!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families MOE!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families MOE!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families MOE!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families MOE!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families MOE!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families MOE!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households MOE!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households MOE!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households MOE!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households MOE!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households MOE!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households MOE!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households MOE!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households MOE!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households MOE!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households MOE!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households MOE!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households MOE!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households MOE!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US08031000102,"Census Tract 1.02, Denver County, Colorado",1592,93,3.6,2.4,2.8,2.1,8.3,4.4,10.1,5,4.6,3.2,16.8,5.6,10.7,3.7,19.8,5.2,11.6,4.1,11.7,3.9,84211,12879,106831,11995,38.1,(X),(X),(X),(X),(X),880,96,3.4,5.3,2.2,2.5,5.7,5.5,5.3,6,2.2,2.4,12.6,6.7,11.7,5.3,28.3,8.2,12.7,5.3,15.9,6.2,109375,6825,124523,18423,(X),(X),40.7,(X),(X),(X),665,112,0,4.8,1.5,2.5,3.8,4.9,2.3,2.6,2.9,3.2,11.3,7.7,8.6,5.4,33.4,9.5,16.8,6.6,19.5,7.6,117159,18118,N,N,(X),(X),(X),(X),(X),(X),712,108,8,5.4,3.7,3.3,11.5,6.2,16,8.7,7.7,6,19.7,7.9,7.4,4.6,10.1,5.7,10.3,6.1,5.6,4.3,57788,17278,80289,15494,(X),(X),(X),(X),30.8,(X)
1400000US08031000201,"Census Tract 2.01, Denver County, Colorado",1602,70,6.3,3.6,8.7,4.4,8.4,4.8,8.2,4.8,17.5,6.4,17.6,5.2,13.2,4,15.9,4.5,1.6,1.4,2.5,2.7,52031,10516,68907,11556,33.3,(X),(X),(X),(X),(X),826,113,1.1,1.7,3.3,3.2,8.1,5.5,7.1,4.7,19.1,8.7,21.8,9.5,12.2,5.6,21.3,7.9,1.1,1.3,4.8,5.2,64227,6323,86370,21649,(X),(X),31.6,(X),(X),(X),665,110,0,4.8,0,4.8,7.8,5.8,5.9,4.6,20.2,9.9,23.3,10.1,12.9,6.2,24.1,9.3,1.4,1.6,4.5,6.1,66313,11426,N,N,(X),(X),(X),(X),(X),(X),776,114,11.9,7.1,14.6,8.6,8.6,6.5,9.4,8.6,18,8.7,14.3,6.4,12.6,5.9,8.5,4.8,2.1,2.6,0,4.1,38917,7197,48658,7957,(X),(X),(X),(X),35.2,(X)
1400000US08031000202,"Census Tract 2.02, Denver County, Colorado",1709,97,19.4,6.3,4,2.1,7.2,3.2,10.1,6,6.1,3.9,18.7,6.1,13.4,4.3,15.4,4.6,2.6,2,3,2.3,52946,6041,67871,10750,26.9,(X),(X),(X),(X),(X),1001,124,15,7.9,2.1,1.9,7,3.9,7.3,5.3,5.2,4.1,19.9,8.1,16.4,6.4,21.6,6.6,2.1,2.3,3.5,3.5,61553,11965,77969,17498,(X),(X),25.9,(X),(X),(X),601,123,1.5,2.4,1.2,2.1,3.3,3.6,5.8,9.2,4.7,4.9,23.3,9.6,20.1,8.3,30.8,11,3.5,3.8,5.8,5.7,84688,13198,N,N,(X),(X),(X),(X),(X),(X),708,124,25.6,10.4,6.8,4.8,7.5,4.9,18.2,11,7.3,7.2,14.7,6.2,7.3,4.6,8.9,4.9,1.3,2,2.4,2.6,27250,5951,51646,14124,(X),(X),(X),(X),27.1,(X)
1400000US08031000301,"Census Tract 3.01, Denver County, Colorado",2746,163,9,4.7,1.8,1.4,6.1,3.8,5.9,3.7,11,5.1,19.7,6.5,9.5,5,15.8,4.5,11.4,4.2,9.9,3.7,69929,8145,94694,9862,30.6,(X),(X),(X),(X),(X),1333,181,3.2,3.5,1,1.7,0,2.4,2.6,2.2,18.6,7.7,13.5,7.3,11.5,5.9,14,5.8,21.2,8.4,14.4,6.1,98942,28656,116330,14290,(X),(X),30.1,(X),(X),(X),1037,167,1.9,3,0,3.1,0,3.1,1.5,2.4,8.2,9.5,14.2,8.5,11.5,6.5,18,7.5,26.1,10.4,18.5,7.7,132750,32437,N,N,(X),(X),(X),(X),(X),(X),1413,209,14.4,7.8,2.6,3,11.8,7.3,8.9,7.2,8.3,5.2,25.5,10.1,3.9,3.7,16.7,7.2,3,2.7,4.8,3.7,53811,13584,71054,15010,(X),(X),(X),(X),29.7,(X)
1400000US08031000302,"Census Tract 3.02, Denver County, Colorado",2088,115,0,1.5,5.1,4.8,3.6,2.6,7.5,5.3,14.3,5.9,11.5,5.6,15.4,6.3,21.1,7,9.7,4.4,11.9,5.8,90202,19132,123993,25218,22.4,(X),(X),(X),(X),(X),955,165,0,3.3,9.6,9.4,0,3.3,9.3,8.6,5.5,4.1,11.1,6.5,8,6.4,31.6,13.6,14.5,7.3,10.4,5.8,122216,24795,114568,15870,(X),(X),18.4,(X),(X),(X),712,156,0,4.5,1.7,2.7,0,4.5,5.5,6.9,7.4,5.5,11.1,7.4,8.3,7.7,34.6,13.8,17.8,9.9,13.6,6.6,126552,10442,N,N,(X),(X),(X),(X),(X),(X),1133,178,0,2.8,1.3,2.3,6.6,4.9,9.3,8.5,18.3,9.6,11.8,8.5,21.6,9.6,12.2,7,6.6,5.3,12.3,9.5,77460,12808,129612,46351,(X),(X),(X),(X),22.4,(X)
1400000US08031000303,"Census Tract 3.03, Denver County, Colorado",2174,173,3.3,3.5,3.7,2.6,4.8,2.4,11.8,5.3,10,4.7,9.9,4.2,11.5,4.4,16.3,4.6,9.7,3.7,18.9,5.2,88014,13551,136544,21467,25.3,(X),(X),(X),(X),(X),917,131,0,3.5,4.1,4.2,3.2,3.5,7.5,5.1,6.2,4.9,6.7,5.4,8.8,5.3,16.9,7.6,18.4,7.6,28.1,8.9,144609,32637,173148,31999,(X),(X),25.3,(X),(X),(X),722,133,0,4.4,2.5,3.7,1.7,2.8,7.3,5.1,1.8,2.9,8.4,6.7,7.5,5.7,15.4,7.9,23.4,9.4,32,10.8,158083,19973,N,N,(X),(X),(X),(X),(X),(X),1257,194,5.7,6.1,3.4,3.2,6,4.3,15,8.4,13.8,7.6,11.2,5.4,13.5,6.6,15.9,6.4,3.3,2.9,12.2,6.1,67411,26336,109536,29033,(X),(X),(X),(X),25.3,(X)
1400000US08031000401,"Census Tract 4.01, Denver County, Colorado",1414,89,8.8,4.7,3.5,3.2,7.4,4.5,7.6,4.2,14.3,6.4,12.4,4.4,16.1,6,16.9,5,8.2,3.5,5,3.4,60341,22441,77747,8345,28,(X),(X),(X),(X),(X),749,126,11.2,8.3,1.5,2.7,5.2,3.9,7.9,6.7,16,8.9,13.9,5.5,12.7,6.6,15.5,5.4,8.5,4.9,7.6,6,60795,24563,82170,13374,(X),(X),27.8,(X),(X),(X),430,111,2.8,4.2,0,7.3,2.1,3.4,1.6,3.3,21.9,13.1,11.4,7.4,12.8,7.5,19.3,9.1,14.9,8.5,13.3,10.4,89500,47196,N,N,(X),(X),(X),(X),(X),(X),665,116,9.6,5.2,5.7,6.2,9.8,7.7,7.2,4.7,8.7,7.5,12,6.9,18.5,9.9,20.3,9.3,6,4.2,2.1,2.8,56510,31279,69718,10639,(X),(X),(X),(X),28.3,(X)
1400000US08031000402,"Census Tract 4.02, Denver County, Colorado",2949,206,6.1,4.6,5.2,3.6,8.9,4.5,8.2,4,5.3,2.9,11.4,4.3,11.2,4.3,20.9,4.9,11.1,3.8,11.8,3,83011,10449,105461,10216,26.3,(X),(X),(X),(X),(X),854,180,1.5,2.5,2.2,3.5,12.1,9,4,4.2,5,5.2,5.6,5.7,3.7,4.1,28.3,10.9,13.7,7.2,23.8,9.8,127083,19908,146284,27149,(X),(X),27.6,(X),(X),(X),637,142,0,5,3,4.7,3.6,4.3,3.1,4.6,2.2,3.5,4.9,5.6,2.8,4.1,32.7,10.8,15.9,9.6,31.9,11.7,147583,20746,N,N,(X),(X),(X),(X),(X),(X),2095,247,7.9,6.5,6.4,4.9,7.6,4.8,9.9,5.4,5.4,3.4,13.7,5.5,14.2,5.8,17.9,5.5,10,4.6,6.9,3.4,74232,9381,88746,13445,(X),(X),(X),(X),25.8,(X)
1400000US08031000501,"Census Tract 5.01, Denver County, Colorado",972,53,6.2,4.9,1.1,1.3,3.9,2.6,5.2,3.1,7.9,4,9.4,4.1,13.4,4.4,19.4,5.3,13.5,4.8,20,6.7,108152,13705,129318,16105,31.6,(X),(X),(X),(X),(X),517,65,1,1.4,0,6.1,1,1.8,4.3,3.5,1.4,2,9.5,5.8,14.1,5.5,22.4,7.2,19.5,6.3,26.9,9,139750,30396,166433,22554,(X),(X),29,(X),(X),(X),434,64,0,7.2,0,7.2,1.2,2,0,7.2,0,7.2,7.1,7,12.2,5.2,25.6,8.7,21.9,7,32,10.3,163333,27187,N,N,(X),(X),(X),(X),(X),(X),455,73,13.2,10.2,2.4,2.7,7.3,5.1,6.4,4.5,14.3,7.9,10.1,6.2,12.5,6.6,15.2,6.9,7.3,7.3,11.4,8.9,60938,37407,85820,19914,(X),(X),(X),(X),34.5,(X)
1400000US08031000502,"Census Tract 5.02, Denver County, Colorado",2770,130,15.1,6.2,11.1,4.8,5.5,3.6,6.4,3.8,9.8,4.1,11.2,4.5,13.5,4.9,8.6,3.2,8.7,3.8,10.1,4.6,52042,13452,90400,17587,34.2,(X),(X),(X),(X),(X),1263,177,6.8,8.6,13.6,10.4,2.7,4.3,5.9,5.3,8,6.6,12,7.8,12.5,8.2,15,6.8,12.3,6.8,11.3,6.7,76023,27260,96716,16474,(X),(X),36.1,(X),(X),(X),778,188,0,4.1,0,4.1,0,4.1,7.6,8.2,6.3,6,12,9.8,13.6,10.4,22.2,10.9,19.9,11.5,18.4,10.7,129375,34356,N,N,(X),(X),(X),(X),(X),(X),1507,174,22.1,8.7,10.3,4.4,7.8,5.6,6.8,5.6,11.3,5.6,12.3,5.2,11.3,6.4,4.4,3.4,4.6,4,9,5.6,37472,12004,83406,27205,(X),(X),(X),(X),31.4,(X)
