INDEX,SCHEDNUM,SITUS_CITY,SITUS_STATE,APPRAISED_TOTAL_VALUE,D_CLASS_CN,SALE_YEAR,SALE_PRICE
53950,1.301E+11,DENVER,CO,250300,RESIDENTIAL-ROWHOUSE,2017,10
53953,5.21331E+11,DENVER,CO,357300,"SFR Grade C, D, or E, w/RK",2017,280000
53972,2.3631E+11,DENVER,CO,178800,RESIDENTIAL-CONDOMINIUM,2017,175000
53991,7.09107E+11,DENVER,CO,541700,RESIDENTIAL-ROWHOUSE,2017,10
54016,5.35204E+11,DENVER,CO,798100,"SFR Grade C, D, or E, w/RK",2017,755000
54045,6.17132E+11,DENVER,CO,567400,SFR Grade B,2017,0
54046,2.21321E+11,DENVER,CO,295800,RESIDENTIAL-CONDOMINIUM,2017,309236
54051,2.36301E+11,DENVER,CO,1152100,SFR Grade B w/RK,2017,935000
54077,6.33406E+11,DENVER,CO,441700,SFR Grade C,2017,395000
54089,5.26219E+11,DENVER,CO,398100,RESIDENTIAL-ROWHOUSE,2017,375000
54100,5.06202E+11,DENVER,CO,463500,SFR Grade C,2017,10
54101,7.04508E+11,DENVER,CO,466200,SFR Grade C,2017,397000
54102,5.18423E+11,DENVER,CO,279600,SFR Grade C,2017,10
54110,5.10429E+11,DENVER,CO,809900,"SFR Grade C, D, or E, w/RK",2017,806500
54144,6.2013E+11,DENVER,CO,221100,RESIDENTIAL-CONDOMINIUM,2017,200000
54164,5.26512E+11,DENVER,CO,828800,RESIDENTIAL-ROWHOUSE,2017,780000
54171,6.08417E+11,DENVER,CO,107509700,RETAIL W/MIXED USE,2017,8857676
54187,5.282E+11,DENVER,CO,4645800,INDUSTRIAL-WAREHOUSE,2017,0
54207,8.07103E+11,DENVER,CO,366000,SFR Grade C,2017,10
54214,5.35114E+11,DENVER,CO,630000,SFR Grade B,2017,10
54217,5.03826E+11,DENVER,CO,65779700,RETAIL W/MIXED USE,2017,60250000
54219,2.13311E+11,DENVER,CO,288000,SFR Grade C,2017,1000
54224,2.17308E+11,DENVER,CO,469900,RESIDENTIAL-ROWHOUSE,2017,405675
54232,5.3211E+11,DENVER,CO,342600,"SFR Grade C, D, or E, w/RK",2017,308000
54251,1.24117E+11,DENVER,CO,252300,RESIDENTIAL-ROWHOUSE,2017,219300
54253,2.27601E+11,DENVER,CO,605800,RESIDENTIAL-ROWHOUSE,2017,474900
54269,2.3312E+11,DENVER,CO,1610900,RESIDENTIAL-CONDOMINIUM,2017,1850000
54282,15230035000,DENVER,CO,328300,SFR Grade C,2017,291357
54293,2.33221E+11,DENVER,CO,418500,RESIDENTIAL-CONDOMINIUM,2017,385000
54308,5.21306E+11,DENVER,CO,306700,SFR Grade C,2017,10
54318,2.32208E+11,DENVER,CO,681100,"SFR Grade C, D, or E, w/RK",2017,586102
54370,1.16413E+11,DENVER,CO,1105000,SFR Grade B,2017,940000
54371,6.06405E+11,DENVER,CO,519500,SFR Grade C,2017,440000
54381,6.06226E+11,DENVER,CO,122400,RESIDENTIAL-CONDOMINIUM,2017,95000
54413,7.05113E+11,DENVER,CO,601800,SFR Grade B,2017,10
54416,5.2631E+11,DENVER,CO,1393800,SFR Grade B,2017,398500
54426,6.1521E+11,DENVER,CO,183600,RESIDENTIAL-CONDOMINIUM,2017,213800
54436,7.03303E+11,DENVER,CO,341400,RESIDENTIAL-CONDOMINIUM,2017,0
54437,14303032000,DENVER,CO,531100,SFR Grade C,2017,0
54443,5.32208E+11,DENVER,CO,383400,"SFR Grade C, D, or E, w/RK",2017,372000
54450,2.21209E+11,DENVER,CO,340200,SFR Grade C,2017,305000
54489,14351006000,DENVER,CO,80000,VACANT LAND,2017,7740000
54530,5.19221E+11,DENVER,CO,267900,RESIDENTIAL-ROWHOUSE,2017,253000
54536,19211028000,DENVER,CO,391900,SFR Grade C,2017,300000
54548,5.19409E+11,DENVER,CO,369000,"SFR Grade C, D, or E, w/RK",2017,295000
54549,19113020000,DENVER,CO,341600,SFR Grade C,2017,284500
54585,1.31126E+11,DENVER,CO,1042600,SFR Grade B,2017,875000
54594,5.08622E+11,DENVER,CO,371800,SFR Grade C,2017,10
54596,5.01227E+11,DENVER,CO,268000,RESIDENTIAL-CONDOMINIUM,2017,240000
54615,5.01129E+11,DENVER,CO,542000,SFR Grade C,2017,435000
54617,6.29301E+11,DENVER,CO,196600,RESIDENTIAL-CONDOMINIUM,2017,157500
54640,2.28325E+11,DENVER,CO,343000,RESIDENTIAL-CONDOMINIUM,2017,320000
54655,6.29201E+11,DENVER,CO,162900,RESIDENTIAL-CONDOMINIUM,2017,135000
54660,2.33214E+11,DENVER,CO,336300,RESIDENTIAL-CONDOMINIUM,2017,315000
54676,6.34311E+11,DENVER,CO,487700,SFR Grade C,2017,414000
54685,1.30402E+11,DENVER,CO,462300,"SFR Grade C, D, or E, w/RK",2017,380000
54695,2.19126E+11,DENVER,CO,438300,SFR Grade D or E,2017,0
54716,22107004000,DENVER,CO,329100,SFR Grade C,2017,280000
54720,1.19302E+11,DENVER,CO,505100,RESIDENTIAL-ROWHOUSE,2017,405000
54729,2.33217E+11,DENVER,CO,1145400,RESIDENTIAL-CONDOMINIUM,2017,1029000
54738,1.13614E+11,DENVER,CO,340600,SFR Grade C,2017,150000
54741,2.24301E+11,DENVER,CO,1120900,COMMERCIAL-MISC IMPS,2017,1300000
54753,15312009000,DENVER,CO,1830900,COMMERCIAL-SHOPPING CENTER,2017,6775000
54779,2.23101E+11,DENVER,CO,216100,SFR Grade C,2017,10
54805,6.31116E+11,DENVER,CO,532500,"SFR Grade C, D, or E, w/RK",2017,459500
54807,5.06111E+11,DENVER,CO,546700,SFR Grade C,2017,10
54819,10204035035,DENVER,CO,243400,RESIDENTIAL-CONDOMINIUM,2017,10
54826,6.06412E+11,DENVER,CO,593500,RESIDENTIAL-ROWHOUSE,2017,529000
54834,2.29209E+11,DENVER,CO,717300,SFR Grade B,2017,0
54844,6.16111E+11,DENVER,CO,426800,RESIDENTIAL-ROWHOUSE,2017,397000
54862,5.11419E+11,DENVER,CO,703500,SFR Grade C,2017,585000
54884,7.09201E+11,DENVER,CO,216800,RESIDENTIAL-CONDOMINIUM,2017,188000
54897,6.21321E+11,DENVER,CO,375500,RESIDENTIAL-ROWHOUSE,2017,10
54934,16108010000,DENVER,CO,389100,SFR Grade C,2017,400704
54951,2.3011E+11,DENVER,CO,903800,RESIDENTIAL-ROWHOUSE,2017,910000
54972,1.30222E+11,DENVER,CO,520900,SFR Grade C,2017,375000
54990,2.17411E+11,DENVER,CO,324500,SFR Grade C,2017,10
54995,5.14406E+11,DENVER,CO,1309600,SFR Grade B,2017,1179800
55006,6.0412E+11,DENVER,CO,371500,SFR Grade C,2017,10
55008,2.20302E+11,DENVER,CO,528200,RESIDENTIAL-ROWHOUSE,2017,459900
55019,6.34309E+11,DENVER,CO,439900,SFR Grade C,2017,0
55022,5.12105E+11,DENVER,CO,1139500,RESIDENTIAL-ROWHOUSE,2017,1189765
55034,5.18123E+11,DENVER,CO,346000,SFR Grade C,2017,329950
55069,2.26522E+11,DENVER,CO,200,RESIDENTIAL-ROWHOUSE,2017,271000
55082,1.33316E+11,DENVER,CO,433300,"SFR Grade C, D, or E, w/RK",2017,355000
55093,5.28402E+11,DENVER,CO,810500,INDUSTRIAL-WAREHOUSE,2017,830000
55102,6.31109E+11,DENVER,CO,365900,SFR Grade C,2017,10
55120,2.27602E+11,DENVER,CO,921000,SFR Grade C,2017,10
55127,1.13107E+11,DENVER,CO,339000,SFR Grade C,2017,10
55129,23416014000,DENVER,CO,328400,SFR Grade C,2017,282000
55142,2.19309E+11,DENVER,CO,315700,SFR Grade C,2017,289900
55190,1.27301E+11,DENVER,CO,437200,SFR Grade C,2017,425000
55197,5.20108E+11,DENVER,CO,375700,"SFR Grade C, D, or E, w/RK",2017,375000
55214,5.11205E+11,DENVER,CO,625000,RESIDENTIAL-DUPLEX,2017,0
55219,5.18419E+11,DENVER,CO,225600,SFR Grade D or E,2017,1
55223,1.194E+11,DENVER,CO,1290100,INDUSTRIAL-WAREHOUSE,2017,1325000
55225,6.30139E+11,DENVER,CO,200,RESIDENTIAL-ROWHOUSE,2017,258500
55237,2.3551E+11,DENVER,CO,554300,RESIDENTIAL-ROWHOUSE,2017,385000
55243,2.34907E+11,DENVER,CO,525600,RESIDENTIAL-CONDOMINIUM,2017,10
55250,1.33232E+11,DENVER,CO,431100,RESIDENTIAL-CONDOMINIUM,2017,388900
55260,7.05401E+11,DENVER,CO,296900,RESIDENTIAL-CONDOMINIUM,2017,297000
55265,1.19301E+11,DENVER,CO,260300,RESIDENTIAL-CONDOMINIUM,2017,197500
55269,5.29311E+11,DENVER,CO,316000,SFR Grade C,2017,290000
55284,5.14215E+11,DENVER,CO,721700,RESIDENTIAL-CONDOMINIUM,2017,639000
55291,6.04141E+11,DENVER,CO,323300,RESIDENTIAL-CONDOMINIUM,2017,277000
55301,2.35201E+11,DENVER,CO,411700,RESIDENTIAL-ROWHOUSE,2017,360000
55304,7.06116E+11,DENVER,CO,589200,"SFR Grade C, D, or E, w/RK",2017,525000
55330,8.07103E+11,DENVER,CO,436800,"SFR Grade C, D, or E, w/RK",2017,375000
55334,5.02116E+11,DENVER,CO,447900,RESIDENTIAL-CONDOMINIUM,2017,367000
55347,5.25419E+11,DENVER,CO,1487700,SFR Grade B,2017,499
55388,6.18401E+11,DENVER,CO,173600,RESIDENTIAL-CONDOMINIUM,2017,135500
55468,6.08413E+11,DENVER,CO,983700,SFR Grade B,2017,842140
55471,1.33245E+11,DENVER,CO,185400,RESIDENTIAL-ROWHOUSE,2017,160550
55480,6.31213E+11,DENVER,CO,407300,"SFR Grade C, D, or E, w/RK",2017,322500
55482,6.05317E+11,DENVER,CO,490400,"SFR Grade C, D, or E, w/RK",2017,425000
55492,2.24412E+11,DENVER,CO,943800,INDUSTRIAL-WAREHOUSE,2017,573000
55500,5.15116E+11,DENVER,CO,303100,RESIDENTIAL-ROWHOUSE,2017,10
55506,19312039000,DENVER,CO,354300,SFR Grade C,2017,10
55530,6.21328E+11,DENVER,CO,546900,SFR Grade C,2017,489999
55535,18417024000,DENVER,CO,345300,SFR Grade C,2017,1
55559,5.2213E+11,DENVER,CO,590500,RESIDENTIAL-CONDOMINIUM,2017,555000
55561,6.05219E+11,DENVER,CO,532200,SFR Grade C,2017,1
55571,5.32401E+11,DENVER,CO,125400,RESIDENTIAL-CONDOMINIUM,2017,125000
55580,2.34914E+11,DENVER,CO,303800,RESIDENTIAL-CONDOMINIUM,2017,10
55596,1.30323E+11,DENVER,CO,656200,"SFR Grade C, D, or E, w/RK",2017,595000
55604,9.15401E+11,DENVER,CO,299200,RESIDENTIAL-CONDOMINIUM,2017,255000
55608,2.32229E+11,DENVER,CO,850100,RESIDENTIAL-ROWHOUSE,2017,725000
55611,1.29308E+11,DENVER,CO,434500,SFR Grade C,2017,350000
55613,15121017000,DENVER,CO,404200,SFR Grade C,2017,359000
55628,6.27402E+11,DENVER,CO,118200,RESIDENTIAL-CONDOMINIUM,2017,88000
55632,2.32302E+11,DENVER,CO,609900,RESIDENTIAL-ROWHOUSE,2017,635000
55659,7.033E+11,DENVER,CO,315300,RESIDENTIAL-CONDOMINIUM,2017,259000
55662,2.28204E+11,DENVER,CO,561200,SFR Grade C,2017,10
55699,5.32204E+11,DENVER,CO,363900,"SFR Grade C, D, or E, w/RK",2017,329900
55705,6.06226E+11,DENVER,CO,264100,RESIDENTIAL-CONDOMINIUM,2017,235000
55719,6.30213E+11,DENVER,CO,475100,RESIDENTIAL-ROWHOUSE,2017,405600
55723,5.02225E+11,DENVER,CO,277000,RESIDENTIAL-CONDOMINIUM,2017,247500
55726,5.10334E+11,DENVER,CO,465400,SFR Grade C,2017,380000
55734,2.28315E+11,DENVER,CO,1017000,RESIDENTIAL-ROWHOUSE,2017,1275000
55738,5.17131E+11,DENVER,CO,370800,SFR Grade C,2017,355000
55747,2.20406E+11,DENVER,CO,456700,RESIDENTIAL-CONDOMINIUM,2017,375000
55765,2.20222E+11,DENVER,CO,509800,SFR Grade C,2017,390000
55798,9.10406E+11,DENVER,CO,401500,SFR Grade C,2017,10
55827,2.35208E+11,DENVER,CO,271500,RESIDENTIAL-CONDOMINIUM,2017,228000
55839,1.161E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,1
55849,2.34907E+11,DENVER,CO,751800,RESIDENTIAL-CONDOMINIUM,2017,675000
55875,2.3552E+11,DENVER,CO,1633500,COMMERCIAL-RESTAURANT,2017,0
55880,5.02212E+11,DENVER,CO,222200,RESIDENTIAL-CONDOMINIUM,2017,248500
55886,1.29122E+11,DENVER,CO,455200,"SFR Grade C, D, or E, w/RK",2017,451000
55898,5.10216E+11,DENVER,CO,557800,RESIDENTIAL-CONDOMINIUM,2017,477000
55911,5.16307E+11,DENVER,CO,463400,SFR Grade C,2017,10
55925,5.10216E+11,DENVER,CO,595300,RESIDENTIAL-CONDOMINIUM,2017,500000
55935,5.01213E+11,DENVER,CO,241700,RESIDENTIAL-CONDOMINIUM,2017,209900
55936,2.33214E+11,DENVER,CO,915900,RESIDENTIAL-ROWHOUSE,2017,10
55943,5.16204E+11,DENVER,CO,344900,SFR Grade C,2017,10
55944,6.3141E+11,DENVER,CO,457700,SFR Grade C,2017,0
55945,5.16321E+11,DENVER,CO,352000,SFR Grade C,2017,0
55979,23419022000,DENVER,CO,355300,SFR Grade C,2017,285000
55982,5.03814E+11,DENVER,CO,8458800,INDUSTRIAL-WAREHOUSE,2017,4167300
55996,5.2043E+11,DENVER,CO,363500,SFR Grade C,2017,0
56006,2.2942E+11,DENVER,CO,496500,SFR Grade C,2017,10
56105,1.24106E+11,DENVER,CO,376200,SFR Grade C,2017,10
56109,5.06121E+11,DENVER,CO,463400,RESIDENTIAL-ROWHOUSE,2017,387828
56146,6.30213E+11,DENVER,CO,515700,RESIDENTIAL-ROWHOUSE,2017,461387
56154,5.30516E+11,DENVER,CO,418100,SFR Grade C,2017,188767
56157,8.07217E+11,DENVER,CO,470000,SFR Grade B,2017,446000
56165,1.27447E+11,DENVER,CO,780000,SFR Grade B,2017,639990
56174,1.3133E+11,DENVER,CO,593600,SFR Grade C,2017,548500
56197,2.22117E+11,DENVER,CO,429400,SFR Grade C,2017,10
56204,2.20414E+11,DENVER,CO,412500,"SFR Grade C, D, or E, w/RK",2017,10
56211,1.28507E+11,DENVER,CO,573200,SFR Grade C,2017,539900
56246,15230033000,DENVER,CO,357500,SFR Grade C,2017,316294
56263,6.31103E+11,DENVER,CO,406800,"SFR Grade C, D, or E, w/RK",2017,342000
56267,5.03917E+11,DENVER,CO,290700,RESIDENTIAL-CONDOMINIUM,2017,280000
56269,1.13306E+11,DENVER,CO,401200,SFR Grade C,2017,325000
56284,2.2424E+11,DENVER,CO,264300,SFR Grade D or E,2017,260000
56300,2.27608E+11,DENVER,CO,699200,RESIDENTIAL-ROWHOUSE,2017,600000
56320,9.1041E+11,DENVER,CO,302900,RESIDENTIAL-ROWHOUSE,2017,269000
56336,5.27107E+11,DENVER,CO,818200,RESIDENTIAL-ROWHOUSE,2017,769000
56349,4.36112E+11,DENVER,CO,574800,"SFR Grade C, D, or E, w/RK",2017,407500
56351,5.08214E+11,DENVER,CO,390800,SFR Grade C,2017,365000
56433,6.16111E+11,DENVER,CO,415200,RESIDENTIAL-ROWHOUSE,2017,450000
56481,6.1713E+11,DENVER,CO,507200,SFR Grade B,2017,455000
56483,15231061000,DENVER,CO,403700,SFR Grade C,2017,335781
56527,5.1043E+11,DENVER,CO,459600,SFR Grade C,2017,450000
56555,6.06225E+11,DENVER,CO,186200,RESIDENTIAL-CONDOMINIUM,2017,180000
56607,17302072000,DENVER,CO,290100,SFR Grade C,2017,260000
56629,1.10306E+11,DENVER,CO,631600,SFR Grade B,2017,518109
56633,6.33108E+11,DENVER,CO,439100,SFR Grade C,2017,10
56653,6.33305E+11,DENVER,CO,174300,RESIDENTIAL-CONDOMINIUM,2017,0
56654,5.02427E+11,DENVER,CO,880700,SFR Grade B,2017,10
56657,2.21343E+11,DENVER,CO,363400,RESIDENTIAL-ROWHOUSE,2017,350000
56735,2.26534E+11,DENVER,CO,488300,SFR Grade C,2017,0
56740,5.0411E+11,DENVER,CO,430400,RESIDENTIAL-ROWHOUSE,2017,391500
56752,8.07102E+11,DENVER,CO,477800,"SFR Grade C, D, or E, w/RK",2017,370000
56762,9.10416E+11,DENVER,CO,207600,RESIDENTIAL-CONDOMINIUM,2017,180000
56794,2.33107E+11,DENVER,CO,814300,COMMERCIAL-CONDOMINIUM,2017,1075000
56804,5.14311E+11,DENVER,CO,3337600,SFR Grade X,2017,0
56832,1.13204E+11,DENVER,CO,360300,SFR Grade C,2017,327000
56842,6.21405E+11,DENVER,CO,298900,RESIDENTIAL-ROWHOUSE,2017,257500
56865,6.29301E+11,DENVER,CO,139000,RESIDENTIAL-CONDOMINIUM,2017,123700
56870,2.27107E+11,DENVER,CO,2501000,INDUSTRIAL-WAREHOUSE,2017,10
56889,5.18215E+11,DENVER,CO,257700,RESIDENTIAL-ROWHOUSE,2017,0
56896,6.17305E+11,DENVER,CO,465700,"SFR Grade C, D, or E, w/RK",2017,401000
56899,1.28426E+11,DENVER,CO,415800,RESIDENTIAL-ROWHOUSE,2017,388800
56919,2.23204E+11,DENVER,CO,46900,None,2017,0
56920,2.26236E+11,DENVER,CO,623500,SFR Grade C,2017,10
56921,6.08412E+11,DENVER,CO,990500,SFR Grade B,2017,881655
56930,2.29302E+11,DENVER,CO,697800,SFR Grade C,2017,10
56934,2.16313E+11,DENVER,CO,350500,SFR Grade C,2017,10
56942,2.32208E+11,DENVER,CO,951100,RESIDENTIAL-ROWHOUSE,2017,815000
56943,8.07122E+11,DENVER,CO,255100,RESIDENTIAL-CONDOMINIUM,2017,10
56974,2.28217E+11,DENVER,CO,670000,SFR Grade C,2017,10
56987,2.27103E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,60000
57012,5.02221E+11,DENVER,CO,281600,RESIDENTIAL-CONDOMINIUM,2017,220000
57018,6.2132E+11,DENVER,CO,436800,RESIDENTIAL-ROWHOUSE,2017,412500
57025,2.3461E+11,DENVER,CO,310800,RESIDENTIAL-CONDOMINIUM,2017,10
57077,5.15607E+11,DENVER,CO,504300,SFR Grade C,2017,450000
57095,5.04413E+11,DENVER,CO,520000,RESIDENTIAL-ROWHOUSE,2017,430000
57128,1.16503E+11,DENVER,CO,570300,RESIDENTIAL-ROWHOUSE,2017,575000
57141,5.3512E+11,DENVER,CO,641500,SFR Grade B,2017,0
57143,23101053000,DENVER,CO,319100,SFR Grade C,2017,276000
57220,5.29101E+11,DENVER,CO,357600,SFR Grade C,2017,10
57241,5.15602E+11,DENVER,CO,516100,RESIDENTIAL-ROWHOUSE,2017,515000
57288,6.17215E+11,DENVER,CO,428700,SFR Grade C,2017,337750
57303,2.27804E+11,DENVER,CO,619800,RESIDENTIAL-ROWHOUSE,2017,571500
57312,6.07128E+11,DENVER,CO,1420500,SFR Grade B w/RK,2017,1110000
57315,5.03819E+11,DENVER,CO,390400,RESIDENTIAL-CONDOMINIUM,2017,358000
57318,23214019000,DENVER,CO,424300,SFR Grade C,2017,0
57350,6.19218E+11,DENVER,CO,761200,RESIDENTIAL-4 TO 8 UNITS,2017,650000
57369,2.29332E+11,DENVER,CO,477800,RESIDENTIAL-CONDOMINIUM,2017,433980
57372,2.17405E+11,DENVER,CO,442800,"SFR Grade C, D, or E, w/RK",2017,383000
57383,1.21501E+11,DENVER,CO,587500,VACANT LAND,2017,10
57385,2.26203E+11,DENVER,CO,456500,RESIDENTIAL-ROWHOUSE,2017,490000
57388,22419003000,DENVER,CO,404200,SFR Grade C,2017,350000
57408,6.17402E+11,DENVER,CO,326900,RESIDENTIAL-CONDOMINIUM,2017,299500
57432,6.05132E+11,DENVER,CO,402700,RESIDENTIAL-CONDOMINIUM,2017,330000
57464,1.33306E+11,DENVER,CO,396500,SFR Grade C,2017,335000
57471,7.06122E+11,DENVER,CO,605000,"SFR Grade C, D, or E, w/RK",2017,597000
57506,10202065000,DENVER,CO,302500,RESIDENTIAL-ROWHOUSE,2017,254000
57516,6.30225E+11,DENVER,CO,429600,SFR Grade C,2017,10
57521,5.1043E+11,DENVER,CO,217500,RESIDENTIAL-CONDOMINIUM,2017,203000
57523,1.21501E+11,DENVER,CO,548900,COMMERCIAL-SHOPPING CENTER,2017,0
57528,2.30304E+11,DENVER,CO,525000,SFR Grade C,2017,0
57562,2.2632E+11,DENVER,CO,646600,SFR Grade C,2017,545000
57576,1.13312E+11,DENVER,CO,364400,SFR Grade C,2017,270000
57581,2.32232E+11,DENVER,CO,776800,SFR Grade C,2017,650000
57586,1.28409E+11,DENVER,CO,430500,SFR Grade C,2017,406102
57592,19211018000,DENVER,CO,350800,SFR Grade C,2017,285000
57604,6.20401E+11,DENVER,CO,558300,"SFR Grade C, D, or E, w/RK",2017,500000
57610,9.1041E+11,DENVER,CO,303300,RESIDENTIAL-ROWHOUSE,2017,251000
57636,6.04141E+11,DENVER,CO,376800,RESIDENTIAL-CONDOMINIUM,2017,322103
57647,9.10416E+11,DENVER,CO,171500,RESIDENTIAL-CONDOMINIUM,2017,165000
57662,2.32233E+11,DENVER,CO,837900,RESIDENTIAL-TRIPLEX,2017,0
57672,15231067000,DENVER,CO,397600,SFR Grade C,2017,330702
57737,6.29211E+11,DENVER,CO,824800,COMMERCIAL-OFFICE,2017,600000
57738,6.05218E+11,DENVER,CO,601600,"SFR Grade C, D, or E, w/RK",2017,490000
57744,2.34238E+11,DENVER,CO,491600,RESIDENTIAL-CONDOMINIUM,2017,500000
57765,4.36609E+11,DENVER,CO,382600,RESIDENTIAL-CONDOMINIUM,2017,375000
57775,2.28309E+11,DENVER,CO,451500,SFR Grade C,2017,410000
57813,2.27608E+11,DENVER,CO,866200,VACANT LAND,2017,0
57861,9.1111E+11,DENVER,CO,344300,RESIDENTIAL-ROWHOUSE,2017,306000
57864,7.09407E+11,DENVER,CO,484400,SFR Grade B,2017,480000
57871,6.30215E+11,DENVER,CO,1419800,INDUSTRIAL-AUTO SERVICE GARAGE,2017,2550000
57875,6.05444E+11,DENVER,CO,580700,"SFR Grade C, D, or E, w/RK",2017,547500
57905,2.16303E+11,DENVER,CO,388600,"SFR Grade C, D, or E, w/RK",2017,340000
57915,5.22129E+11,DENVER,CO,945500,SFR Grade C,2017,699000
57920,7.05401E+11,DENVER,CO,235200,RESIDENTIAL-CONDOMINIUM,2017,190000
57951,1.29113E+11,DENVER,CO,350900,SFR Grade C,2017,0
57955,5.26512E+11,DENVER,CO,781600,"SFR Grade C, D, or E, w/RK",2017,688500
57967,6.08307E+11,DENVER,CO,692700,SFR Grade B,2017,816000
57981,5.23115E+11,DENVER,CO,458900,RESIDENTIAL-ROWHOUSE,2017,10
58004,2.26503E+11,DENVER,CO,1358800,INDUSTRIAL-VETERINARY,2017,0
58012,6.16102E+11,DENVER,CO,231600,RESIDENTIAL-CONDOMINIUM,2017,210000
58035,5.27118E+11,DENVER,CO,922200,RESIDENTIAL-ROWHOUSE,2017,735000
58036,5.06216E+11,DENVER,CO,536000,RESIDENTIAL-ROWHOUSE,2017,562650
58092,2.18411E+11,DENVER,CO,404000,SFR Grade C,2017,435000
58102,5.02208E+11,DENVER,CO,5446800,RESIDENTIAL-APARTMENT,2017,5300000
58134,15427001000,DENVER,CO,368500,SFR Grade C,2017,301863
58158,6.05421E+11,DENVER,CO,753600,SFR Grade B,2017,620000
58165,4.36301E+11,DENVER,CO,425100,SFR Grade C,2017,389000
58323,15104013000,DENVER,CO,333300,SFR Grade C,2017,308000
58325,5.19405E+11,DENVER,CO,356300,SFR Grade C,2017,260000
58360,15427021000,DENVER,CO,394800,SFR Grade C,2017,323017
58372,14350016000,DENVER,CO,202800,SFR Grade B,2017,7740000
58386,8.07122E+11,DENVER,CO,257600,RESIDENTIAL-CONDOMINIUM,2017,201000
58395,2.32303E+11,DENVER,CO,546900,RESIDENTIAL-ROWHOUSE,2017,509900
58442,5.24108E+11,DENVER,CO,499700,SFR Grade B,2017,420000
58455,2.3212E+11,DENVER,CO,535200,RESIDENTIAL-ROWHOUSE,2017,509000
58489,1.194E+11,DENVER,CO,8801800,INDUSTRIAL-WAREHOUSE,2017,475000
58504,5.20403E+11,DENVER,CO,298600,SFR Grade C,2017,10
58510,14413001000,DENVER,CO,375600,SFR Grade C,2017,350000
58512,2.25204E+11,DENVER,CO,605000,"SFR Grade C, D, or E, w/RK",2017,445000
58546,2.2821E+11,DENVER,CO,989900,RESIDENTIAL-ROWHOUSE,2017,945000
58573,5.07224E+11,DENVER,CO,463800,"SFR Grade C, D, or E, w/RK",2017,421000
58622,5.11112E+11,DENVER,CO,1241500,SFR Grade B,2017,0
58625,6.27402E+11,DENVER,CO,125700,RESIDENTIAL-CONDOMINIUM,2017,112000
58636,5.06601E+11,DENVER,CO,710400,RESIDENTIAL-TRIPLEX,2017,0
58645,5.01416E+11,DENVER,CO,595500,"SFR Grade C, D, or E, w/RK",2017,565000
58649,5.06526E+11,DENVER,CO,373000,SFR Grade C,2017,10
58676,5.16306E+11,DENVER,CO,425700,SFR Grade C,2017,10
58677,5.12222E+11,DENVER,CO,855700,RESIDENTIAL-CONDOMINIUM,2017,799000
58681,5.11403E+11,DENVER,CO,491900,RESIDENTIAL-CONDOMINIUM,2017,425000
58683,3108006000,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,12500000
58709,6.34106E+11,DENVER,CO,343500,RESIDENTIAL-CONDOMINIUM,2017,1
58779,5.19424E+11,DENVER,CO,329600,SFR Grade C,2017,280000
58791,5.02422E+11,DENVER,CO,1581900,SFR Grade B,2017,1385000
58793,5.22722E+11,DENVER,CO,620000,SFR Grade C,2017,655000
58806,5.30508E+11,DENVER,CO,369700,SFR Grade C,2017,10
58830,1.29325E+11,DENVER,CO,432600,SFR Grade C,2017,359000
58868,1.203E+11,DENVER,CO,2484500,INDUSTRIAL-WAREHOUSE,2017,10
58874,6.32104E+11,DENVER,CO,608300,"SFR Grade C, D, or E, w/RK",2017,555000
58910,2.30405E+11,DENVER,CO,512800,RESIDENTIAL-ROWHOUSE,2017,405000
58913,5.14406E+11,DENVER,CO,1469000,SFR Grade B,2017,1100000
58976,9.11201E+11,DENVER,CO,226900,RESIDENTIAL-CONDOMINIUM,2017,200000
58981,5.01302E+11,DENVER,CO,806600,"SFR Grade C, D, or E, w/RK",2017,755000
58999,2.29112E+11,DENVER,CO,415400,SFR Grade C,2017,0
59012,6.32404E+11,DENVER,CO,598300,SFR Grade B,2017,496000
59016,5.10115E+11,DENVER,CO,330700,RESIDENTIAL-CONDOMINIUM,2017,310000
59035,1.31325E+11,DENVER,CO,346100,RESIDENTIAL-ROWHOUSE,2017,280000
59038,5.14404E+11,DENVER,CO,780600,SFR Grade B w/RK,2017,695000
59044,2.25304E+11,DENVER,CO,446900,SFR Grade C,2017,0
59066,5.19228E+11,DENVER,CO,300900,SFR Grade C,2017,265000
59080,1.10331E+11,DENVER,CO,635200,SFR Grade C,2017,570582
59102,21110006000,DENVER,CO,386100,SFR Grade C,2017,303900
59123,5.14203E+11,DENVER,CO,550600,RESIDENTIAL-CONDOMINIUM,2017,612500
59128,5.13431E+11,DENVER,CO,1770300,"SFR Grade A or X, w/RK",2017,1553300
59173,6.15213E+11,DENVER,CO,220100,RESIDENTIAL-CONDOMINIUM,2017,225000
59176,1.31107E+11,DENVER,CO,668800,SFR Grade C,2017,10
59196,5.11123E+11,DENVER,CO,1928600,"SFR Grade A or X, w/RK",2017,1930000
59205,5.23423E+11,DENVER,CO,179700,RESIDENTIAL-CONDOMINIUM,2017,170000
