INDEX,SCHEDNUM,SITUS_CITY,SITUS_STATE,APPRAISED_TOTAL_VALUE,D_CLASS_CN,SALE_YEAR,SALE_PRICE
104930,18116005000,DENVER,CO,315300,SFR Grade C,2017,10
104933,5.1023E+11,DENVER,CO,701400,SFR Grade C,2017,10
104986,1.16127E+11,DENVER,CO,411800,RESIDENTIAL-ROWHOUSE,2017,349798
105011,5.1731E+11,DENVER,CO,411400,"SFR Grade C, D, or E, w/RK",2017,335000
105047,6.33113E+11,DENVER,CO,518400,"SFR Grade C, D, or E, w/RK",2017,529000
105054,5.04413E+11,DENVER,CO,560600,RESIDENTIAL-ROWHOUSE,2017,491815
105060,2.30324E+11,DENVER,CO,583900,SFR Grade C,2017,10
105092,5.14115E+11,DENVER,CO,1665800,SFR Grade B w/RK,2017,1350000
105093,2.27624E+11,DENVER,CO,1200000,SFR Grade B,2017,1200000
105096,5.25121E+11,DENVER,CO,1734700,SFR Grade B,2017,10
105100,2.33511E+11,DENVER,CO,675300,RESIDENTIAL-CONDOMINIUM,2017,590000
105116,10200191000,DENVER,CO,1472500,VACANT LAND,2017,2201522
105123,6.16103E+11,DENVER,CO,176200,RESIDENTIAL-CONDOMINIUM,2017,154000
105136,16110019000,DENVER,CO,360300,SFR Grade C,2017,326626
105140,7.05423E+11,DENVER,CO,237900,RESIDENTIAL-CONDOMINIUM,2017,158400
105142,2.31115E+11,DENVER,CO,488300,RESIDENTIAL-ROWHOUSE,2017,392500
105171,1.33331E+11,DENVER,CO,415500,"SFR Grade C, D, or E, w/RK",2017,360000
105190,6.04104E+11,DENVER,CO,200,RESIDENTIAL-ROWHOUSE,2017,0
105203,17404057057,DENVER,CO,251500,RESIDENTIAL-CONDOMINIUM,2017,216500
105218,6.04123E+11,DENVER,CO,344400,SFR Grade C,2017,299000
105226,5.31613E+11,DENVER,CO,379500,SFR Grade C,2017,300000
105227,2.35305E+11,DENVER,CO,558000,RESIDENTIAL-ROWHOUSE,2017,494000
105247,5.18121E+11,DENVER,CO,510800,SFR Grade C,2017,350000
105270,15231057000,DENVER,CO,339200,SFR Grade C,2017,283658
105275,2.29405E+11,DENVER,CO,418100,SFR Grade C,2017,400000
105282,5.03815E+11,DENVER,CO,646900,SFR Grade C,2017,1
105291,1.28418E+11,DENVER,CO,603800,SFR Grade C,2017,500000
105302,5.06503E+11,DENVER,CO,388400,RESIDENTIAL-DUPLEX,2017,375000
105313,1.28504E+11,DENVER,CO,187900,RESIDENTIAL-ROWHOUSE,2017,166500
105367,3.13412E+11,DENVER,CO,446000,COMMERCIAL-RESTAURANT,2017,600000
105375,1.26307E+11,DENVER,CO,677500,SFR Grade B,2017,576000
105449,5.0421E+11,DENVER,CO,441000,COMMERCIAL-MISC IMPS,2017,10
105494,2.17411E+11,DENVER,CO,420400,SFR Grade C,2017,360000
105504,1.32431E+11,DENVER,CO,518400,"SFR Grade C, D, or E, w/RK",2017,463500
105524,7.08103E+11,DENVER,CO,712100,SFR Grade B w/RK,2017,662500
105555,6.15303E+11,DENVER,CO,185300,RESIDENTIAL-CONDOMINIUM,2017,181000
105562,15101043000,DENVER,CO,338600,SFR Grade C,2017,303000
105581,2.25343E+11,DENVER,CO,627300,SFR Grade B w/RK,2017,565000
105586,8.07405E+11,DENVER,CO,448000,SFR Grade C,2017,310000
105610,5.04413E+11,DENVER,CO,561800,RESIDENTIAL-ROWHOUSE,2017,575000
105611,1.28422E+11,DENVER,CO,539100,SFR Grade C,2017,440000
105625,6.06321E+11,DENVER,CO,642800,SFR Grade B w/RK,2017,565000
105685,6.05217E+11,DENVER,CO,891400,COMMERCIAL-RETAIL,2017,10
105687,6.21324E+11,DENVER,CO,295800,RESIDENTIAL-ROWHOUSE,2017,200000
105689,5.1562E+11,DENVER,CO,658100,"SFR Grade C, D, or E, w/RK",2017,0
105691,1.31325E+11,DENVER,CO,204500,RESIDENTIAL-CONDOMINIUM,2017,167000
105740,2.35514E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,10
105753,23306004000,DENVER,CO,393800,SFR Grade C,2017,349900
105817,2.26219E+11,DENVER,CO,524000,RESIDENTIAL-DUPLEX,2017,10
105841,23310003000,DENVER,CO,337400,SFR Grade C,2017,280000
105844,16100158000,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,8951905
105855,2.19209E+11,DENVER,CO,393400,SFR Grade C,2017,371000
105867,5.13203E+11,DENVER,CO,2481900,SFR Grade A,2017,2300000
105874,2.2122E+11,DENVER,CO,529300,"SFR Grade C, D, or E, w/RK",2017,425000
105882,22102029000,DENVER,CO,368400,SFR Grade C,2017,325000
105953,1.29107E+11,DENVER,CO,358300,SFR Grade C,2017,10
105971,6.07313E+11,DENVER,CO,2354300,SFR Grade A,2017,0
105990,5.10223E+11,DENVER,CO,547300,SFR Grade C,2017,450000
105992,1.33104E+11,DENVER,CO,809100,SFR Grade B,2017,0
106003,1.10306E+11,DENVER,CO,599600,SFR Grade C,2017,504828
106014,5.3161E+11,DENVER,CO,386400,SFR Grade C,2017,10
106030,2.25404E+11,DENVER,CO,407700,"SFR Grade C, D, or E, w/RK",2017,10
106035,5.26302E+11,DENVER,CO,533200,"SFR Grade C, D, or E, w/RK",2017,445000
106053,5.29203E+11,DENVER,CO,287400,SFR Grade C,2017,243000
106118,6.21406E+11,DENVER,CO,1282400,SFR Grade A,2017,1050000
106164,5.02112E+11,DENVER,CO,1394400,SFR Grade B w/RK,2017,1026000
106166,5.10117E+11,DENVER,CO,5024700,RESIDENTIAL-APARTMENT,2017,5200000
106178,5.01111E+11,DENVER,CO,423200,RESIDENTIAL-CONDOMINIUM,2017,410000
106197,2.27511E+11,DENVER,CO,394500,RESIDENTIAL-CONDOMINIUM,2017,376000
106220,5.1042E+11,DENVER,CO,253300,RESIDENTIAL-CONDOMINIUM,2017,220000
106240,5.02404E+11,DENVER,CO,2476200,SFR Grade X,2017,10
106254,2.1841E+11,DENVER,CO,431600,"SFR Grade C, D, or E, w/RK",2017,285000
106262,5.2641E+11,DENVER,CO,935200,SFR Grade B,2017,888000
106267,2.21343E+11,DENVER,CO,200,RESIDENTIAL-ROWHOUSE,2017,339000
106274,6.15307E+11,DENVER,CO,204800,RESIDENTIAL-CONDOMINIUM,2017,208000
106286,6.15204E+11,DENVER,CO,146800,RESIDENTIAL-CONDOMINIUM,2017,170000
106300,6.30213E+11,DENVER,CO,473500,RESIDENTIAL-ROWHOUSE,2017,406701
106311,1.29129E+11,DENVER,CO,294100,RESIDENTIAL-ROWHOUSE,2017,0
106329,1.29329E+11,DENVER,CO,712900,SFR Grade B w/RK,2017,588950
106368,2.35207E+11,DENVER,CO,630900,"SFR Grade C, D, or E, w/RK",2017,515000
106372,1.29313E+11,DENVER,CO,369400,SFR Grade C,2017,0
106414,2.20217E+11,DENVER,CO,590600,SFR Grade C,2017,525000
106424,2.34915E+11,DENVER,CO,430400,RESIDENTIAL-CONDOMINIUM,2017,405000
106427,16108015000,DENVER,CO,428500,SFR Grade C,2017,362844
106433,5.18414E+11,DENVER,CO,253900,RESIDENTIAL-ROWHOUSE,2017,258000
106462,5.06603E+11,DENVER,CO,292400,SFR Grade D or E,2017,10
106494,5.03912E+11,DENVER,CO,496200,SFR Grade C,2017,516500
106508,1.32116E+11,DENVER,CO,354200,SFR Grade C,2017,297000
106555,6.31117E+11,DENVER,CO,415300,"SFR Grade C, D, or E, w/RK",2017,365000
106561,5.02334E+11,DENVER,CO,1188200,RESIDENTIAL-DUPLEX,2017,1080000
106575,6.33206E+11,DENVER,CO,527700,SFR Grade C,2017,494000
106584,6.04103E+11,DENVER,CO,314300,SFR Grade C,2017,10
106589,5.03118E+11,DENVER,CO,478600,RESIDENTIAL-CONDOMINIUM,2017,459500
106592,5.11115E+11,DENVER,CO,3017200,"SFR Grade A or X, w/RK",2017,2525000
106625,2.22134E+11,DENVER,CO,83600,VACANT LAND,2017,660000
106682,9.13117E+11,DENVER,CO,518100,SFR Grade B,2017,441000
106759,5.32101E+11,DENVER,CO,307900,SFR Grade C,2017,259900
106765,2.28227E+11,DENVER,CO,737100,RESIDENTIAL-ROWHOUSE,2017,600000
106791,5.2622E+11,DENVER,CO,518500,SFR Grade C,2017,0
106792,6.06122E+11,DENVER,CO,638900,SFR Grade C,2017,10
106820,6.07128E+11,DENVER,CO,888800,SFR Grade B,2017,10
106829,5.22132E+11,DENVER,CO,800300,SFR Grade C,2017,720000
106851,6.0541E+11,DENVER,CO,725100,SFR Grade B,2017,0
106859,7.04602E+11,DENVER,CO,177300,RESIDENTIAL-CONDOMINIUM,2017,10
106862,2.29214E+11,DENVER,CO,658600,SFR Grade C,2017,10
106896,5.01204E+11,DENVER,CO,331100,RESIDENTIAL-CONDOMINIUM,2017,307823
106898,2.28321E+11,DENVER,CO,323900,RESIDENTIAL-CONDOMINIUM,2017,335000
106902,6.09201E+11,DENVER,CO,547700,COMMERCIAL-CONDOMINIUM,2017,569000
106905,5.26618E+11,DENVER,CO,397400,RESIDENTIAL-ROWHOUSE,2017,400000
106917,1.24404E+11,DENVER,CO,275500,RESIDENTIAL-ROWHOUSE,2017,10
106928,2.20413E+11,DENVER,CO,726800,"SFR Grade C, D, or E, w/RK",2017,10
106929,2.32109E+11,DENVER,CO,628700,RESIDENTIAL-ROWHOUSE,2017,515000
106985,5.29212E+11,DENVER,CO,336500,"SFR Grade C, D, or E, w/RK",2017,280000
106986,2.18405E+11,DENVER,CO,516400,SFR Grade C,2017,450000
107001,1.33123E+11,DENVER,CO,565100,SFR Grade B,2017,500000
107011,14307001000,DENVER,CO,476900,SFR Grade C,2017,10
107016,5.02108E+11,DENVER,CO,259000,RESIDENTIAL-CONDOMINIUM,2017,190500
107021,5.32402E+11,DENVER,CO,687900,VACANT LAND,2017,0
107065,2.3452E+11,DENVER,CO,152881800,COMMERCIAL-OFFICE,2017,169700000
107103,6.05232E+11,DENVER,CO,433400,"SFR Grade C, D, or E, w/RK",2017,420000
107114,19112012000,DENVER,CO,359300,SFR Grade C,2017,295000
107129,5.313E+11,DENVER,CO,1092800,COMMERCIAL-SHOPPING CENTER,2017,46000000
107134,1.32208E+11,DENVER,CO,626900,"SFR Grade C, D, or E, w/RK",2017,630000
107140,5.06616E+11,DENVER,CO,275800,RESIDENTIAL-ROWHOUSE,2017,245000
107143,6.19426E+11,DENVER,CO,478400,SFR Grade C,2017,435000
107152,2.27705E+11,DENVER,CO,608500,RESIDENTIAL-ROWHOUSE,2017,532000
107163,6.18401E+11,DENVER,CO,159300,RESIDENTIAL-CONDOMINIUM,2017,10
107183,6.06408E+11,DENVER,CO,263200,RESIDENTIAL-CONDOMINIUM,2017,237000
107207,5.02313E+11,DENVER,CO,1500,RESIDENTIAL-CONDOMINIUM,2017,420000
107221,2.32201E+11,DENVER,CO,606000,SFR Grade C,2017,10
107222,5.27403E+11,DENVER,CO,2094200,INDUSTRIAL-FACTORY,2017,1600000
107236,5.10415E+11,DENVER,CO,816400,SFR Grade C,2017,10
107244,1.29313E+11,DENVER,CO,712400,SFR Grade B w/RK,2017,600000
107247,14350028000,DENVER,CO,99100,VACANT LAND,2017,7740000
107257,2.183E+11,DENVER,CO,571100,RESIDENTIAL-CONDOMINIUM,2017,581792
107304,5.03814E+11,DENVER,CO,273900,RESIDENTIAL-CONDOMINIUM,2017,248000
107343,6.0724E+11,DENVER,CO,1265900,SFR Grade B,2017,1120000
107390,7.04318E+11,DENVER,CO,496100,SFR Grade B,2017,0
107425,2.28234E+11,DENVER,CO,527600,RESIDENTIAL-CONDOMINIUM,2017,500000
107426,15400047000,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,10
107428,9.15401E+11,DENVER,CO,302300,RESIDENTIAL-CONDOMINIUM,2017,270000
107453,7.04101E+11,DENVER,CO,246400,RESIDENTIAL-CONDOMINIUM,2017,210000
107484,2.23403E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,667000
107528,1.33245E+11,DENVER,CO,268700,RESIDENTIAL-ROWHOUSE,2017,233385
107538,5.10426E+11,DENVER,CO,592900,SFR Grade C,2017,530000
107563,15229011000,DENVER,CO,438800,SFR Grade C,2017,376037
107572,1.28504E+11,DENVER,CO,246500,RESIDENTIAL-ROWHOUSE,2017,219219
107618,2.30116E+11,DENVER,CO,758900,RESIDENTIAL-ROWHOUSE,2017,10
107651,5.26619E+11,DENVER,CO,524100,"SFR Grade C, D, or E, w/RK",2017,469865
107671,2.19108E+11,DENVER,CO,529800,"SFR Grade C, D, or E, w/RK",2017,461500
107699,2.22204E+11,DENVER,CO,270600,SFR Grade C,2017,0
107703,2.27107E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,10
107706,5.06605E+11,DENVER,CO,332800,SFR Grade C,2017,10
107713,5.24228E+11,DENVER,CO,1308700,SFR Grade B,2017,1000000
107716,5.19314E+11,DENVER,CO,348300,"SFR Grade C, D, or E, w/RK",2017,310000
107735,1.10331E+11,DENVER,CO,635600,SFR Grade C,2017,504214
107779,6.09334E+11,DENVER,CO,189200,RESIDENTIAL-ROWHOUSE,2017,175346
107788,9.01113E+11,DENVER,CO,212600,RESIDENTIAL-CONDOMINIUM,2017,146000
107793,2.3492E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,10
107831,5.18421E+11,DENVER,CO,341500,"SFR Grade C, D, or E, w/RK",2017,285000
107838,18604026000,DENVER,CO,347200,"SFR Grade C, D, or E, w/RK",2017,245000
107876,2.34539E+11,DENVER,CO,394400,RESIDENTIAL-CONDOMINIUM,2017,407500
107948,1.3133E+11,DENVER,CO,522900,COMMERCIAL-RESTAURANT,2017,489000
107967,6.31103E+11,DENVER,CO,404900,"SFR Grade C, D, or E, w/RK",2017,353000
107969,5.1023E+11,DENVER,CO,733900,"SFR Grade C, D, or E, w/RK",2017,635000
107979,6.29201E+11,DENVER,CO,116700,RESIDENTIAL-CONDOMINIUM,2017,99900
107984,2.2535E+11,DENVER,CO,496300,SFR Grade C,2017,10
107998,2.33109E+11,DENVER,CO,354000,RESIDENTIAL-CONDOMINIUM,2017,360000
108030,5.03911E+11,DENVER,CO,207000,RESIDENTIAL-CONDOMINIUM,2017,210000
108046,6.18401E+11,DENVER,CO,168300,RESIDENTIAL-CONDOMINIUM,2017,0
108055,5.35126E+11,DENVER,CO,753200,SFR Grade B,2017,10
108079,1.23107E+11,DENVER,CO,13343000,INDUSTRIAL-SCHOOL,2017,11100000
108118,6.08422E+11,DENVER,CO,765700,RESIDENTIAL-ROWHOUSE,2017,736469
108169,6.21402E+11,DENVER,CO,233600,RESIDENTIAL-ROWHOUSE,2017,95000
108193,1.29226E+11,DENVER,CO,377300,SFR Grade C,2017,360000
108194,5.02306E+11,DENVER,CO,222600,RESIDENTIAL-CONDOMINIUM,2017,223000
108208,1.10319E+11,DENVER,CO,509100,RESIDENTIAL-ROWHOUSE,2017,439546
108231,7.04601E+11,DENVER,CO,187900,RESIDENTIAL-CONDOMINIUM,2017,163000
108264,5.10435E+11,DENVER,CO,723200,SFR Grade C,2017,615000
108295,1.33243E+11,DENVER,CO,466000,RESIDENTIAL-ROWHOUSE,2017,425000
108296,2.3231E+11,DENVER,CO,663100,RESIDENTIAL-ROWHOUSE,2017,589900
108305,2.22108E+11,DENVER,CO,413400,SFR Grade C,2017,310000
108325,5.11126E+11,DENVER,CO,5394900,"SFR Grade A or X, w/RK",2017,5000000
108344,6.091E+11,DENVER,CO,369100,RESIDENTIAL-CONDOMINIUM,2017,325000
108352,2.23108E+11,DENVER,CO,86300,None,2017,0
108357,5.32101E+11,DENVER,CO,370700,SFR Grade C,2017,259900
108377,1.16123E+11,DENVER,CO,449800,RESIDENTIAL-ROWHOUSE,2017,420004
108407,5.01318E+11,DENVER,CO,850900,"SFR Grade C, D, or E, w/RK",2017,691000
108428,9.10415E+11,DENVER,CO,229600,RESIDENTIAL-CONDOMINIUM,2017,134000
108463,5.02114E+11,DENVER,CO,270500,RESIDENTIAL-CONDOMINIUM,2017,266000
108471,1.28427E+11,DENVER,CO,761800,SFR Grade B,2017,652500
108481,5.06312E+11,DENVER,CO,382600,RESIDENTIAL-ROWHOUSE,2017,315000
108501,10202055000,DENVER,CO,283700,RESIDENTIAL-ROWHOUSE,2017,263000
108526,5.12211E+11,DENVER,CO,2366800,RESIDENTIAL-ROWHOUSE,2017,2425000
108527,2.28114E+11,DENVER,CO,378300,SFR Grade C,2017,326000
108528,8.07125E+11,DENVER,CO,412700,SFR Grade C,2017,376000
108540,5.1942E+11,DENVER,CO,320400,SFR Grade C,2017,0
108568,6.08123E+11,DENVER,CO,481900,RESIDENTIAL-ROWHOUSE,2017,394035
108605,2.2511E+11,DENVER,CO,476300,SFR Grade C,2017,10
108611,5.16411E+11,DENVER,CO,360500,SFR Grade C,2017,307500
108617,2.23403E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,524000
108624,5.04207E+11,DENVER,CO,18492700,INDUSTRIAL-MISC RECREATION,2017,10
108630,6.16106E+11,DENVER,CO,176800,RESIDENTIAL-CONDOMINIUM,2017,10
108667,9.15401E+11,DENVER,CO,316900,RESIDENTIAL-CONDOMINIUM,2017,270000
108674,1.27452E+11,DENVER,CO,802400,SFR Grade B,2017,675000
108686,10208114114,DENVER,CO,234400,RESIDENTIAL-CONDOMINIUM,2017,199000
108691,1.30117E+11,DENVER,CO,713800,RESIDENTIAL-DUPLEX,2017,415000
108695,22404004000,DENVER,CO,355400,SFR Grade C,2017,10
108810,2.16323E+11,DENVER,CO,308900,SFR Grade C,2017,0
108831,9.14502E+11,DENVER,CO,509000,RESIDENTIAL-CONDOMINIUM,2017,437000
108839,1.27203E+11,DENVER,CO,777400,SFR Grade B,2017,770000
108854,5.14119E+11,DENVER,CO,2412000,SFR Grade A,2017,725000
108857,2.23111E+11,DENVER,CO,None,None,2017,0
108888,23218035000,DENVER,CO,367600,SFR Grade C,2017,10
108900,5.14215E+11,DENVER,CO,608700,RESIDENTIAL-CONDOMINIUM,2017,500000
108979,1.28511E+11,DENVER,CO,928800,SFR Grade B,2017,825000
109000,10202013000,DENVER,CO,301700,RESIDENTIAL-ROWHOUSE,2017,10
109006,2.29219E+11,DENVER,CO,670200,"SFR Grade C, D, or E, w/RK",2017,566000
109019,2.28321E+11,DENVER,CO,369600,RESIDENTIAL-CONDOMINIUM,2017,355000
109027,6.05232E+11,DENVER,CO,466900,SFR Grade C,2017,410000
109031,5.24113E+11,DENVER,CO,1748100,SFR Grade B,2017,477000
109098,2.27126E+11,DENVER,CO,471000,RESIDENTIAL-CONDOMINIUM,2017,390000
109104,5.31505E+11,DENVER,CO,467400,SFR Grade B,2017,410000
109106,2.19214E+11,DENVER,CO,829500,RESIDENTIAL-ROWHOUSE,2017,715000
109107,1.30123E+11,DENVER,CO,297100,RESIDENTIAL-ROWHOUSE,2017,286000
109119,2.22407E+11,DENVER,CO,938400,COMMERCIAL-CONDOMINIUM,2017,795000
109132,5.16114E+11,DENVER,CO,1394700,INDUSTRIAL-WAREHOUSE,2017,499
109136,5.24327E+11,DENVER,CO,597600,SFR Grade C,2017,10
109162,5.1024E+11,DENVER,CO,307300,RESIDENTIAL-CONDOMINIUM,2017,270000
109172,6.15215E+11,DENVER,CO,207200,RESIDENTIAL-CONDOMINIUM,2017,220000
109176,2.25413E+11,DENVER,CO,492200,SFR Grade C,2017,375000
109178,2.25133E+11,DENVER,CO,297000,SFR Grade C,2017,10
109194,4.36106E+11,DENVER,CO,464200,SFR Grade C,2017,412030
109195,2.33116E+11,DENVER,CO,715500,RESIDENTIAL-CONDOMINIUM,2017,635000
109243,5.29207E+11,DENVER,CO,392300,SFR Grade C,2017,230411
109264,1.33316E+11,DENVER,CO,408800,"SFR Grade C, D, or E, w/RK",2017,339860
109275,2.18419E+11,DENVER,CO,491600,"SFR Grade C, D, or E, w/RK",2017,433000
109295,2.19318E+11,DENVER,CO,852200,RESIDENTIAL-ROWHOUSE,2017,756933
109314,5.04113E+11,DENVER,CO,548300,RESIDENTIAL LAND CONTIGUOUS,2017,10
109323,6.0843E+11,DENVER,CO,936500,SFR Grade B,2017,761160
109325,2.171E+11,DENVER,CO,197000,RESIDENTIAL-CONDOMINIUM,2017,169084
109366,5.2021E+11,DENVER,CO,410300,"SFR Grade C, D, or E, w/RK",2017,335000
109374,19417069000,DENVER,CO,277500,RESIDENTIAL-ROWHOUSE,2017,192000
109386,1.28521E+11,DENVER,CO,987600,SFR Grade B,2017,881500
109435,5.02212E+11,DENVER,CO,286400,RESIDENTIAL-CONDOMINIUM,2017,310000
109453,7.04401E+11,DENVER,CO,530700,"SFR Grade C, D, or E, w/RK",2017,460000
109467,5.06121E+11,DENVER,CO,1057700,VACANT LAND,2017,950000
109478,6.17405E+11,DENVER,CO,199300,RESIDENTIAL-CONDOMINIUM,2017,137500
109482,2.2524E+11,DENVER,CO,579900,RESIDENTIAL-TRIPLEX,2017,575000
109484,9.10418E+11,DENVER,CO,269500,RESIDENTIAL-CONDOMINIUM,2017,226000
109512,23513008000,DENVER,CO,332400,SFR Grade C,2017,275000
109562,9.11111E+11,DENVER,CO,213600,RESIDENTIAL-CONDOMINIUM,2017,10
109650,1.10304E+11,DENVER,CO,630300,SFR Grade B,2017,587637
109663,2.22125E+11,DENVER,CO,213600,SFR Grade C,2017,0
109677,1.27447E+11,DENVER,CO,755000,SFR Grade B,2017,665000
109684,6.073E+11,DENVER,CO,3444000,SFR Grade A,2017,2950000
109701,6.33418E+11,DENVER,CO,434800,SFR Grade C,2017,1
109718,19422028000,DENVER,CO,320300,SFR Grade C,2017,248000
109744,1.30312E+11,DENVER,CO,551200,SFR Grade C,2017,490000
109760,6.3243E+11,DENVER,CO,253600,RESIDENTIAL-CONDOMINIUM,2017,10
109787,2.27902E+11,DENVER,CO,2815600,COMMERCIAL-RESTAURANT,2017,0
109808,2.29213E+11,DENVER,CO,838000,"SFR Grade C, D, or E, w/RK",2017,811700
109829,5.01533E+11,DENVER,CO,1277800,RESIDENTIAL-4 TO 8 UNITS,2017,10
109831,1.29113E+11,DENVER,CO,390400,SFR Grade C,2017,0
109852,5.17403E+11,DENVER,CO,420400,SFR Grade C,2017,252000
109877,6.05221E+11,DENVER,CO,319600,RESIDENTIAL-ROWHOUSE,2017,275000
109908,1.233E+11,DENVER,CO,1169000,INDUSTRIAL-CONV STORE W/PUMPS,2017,2512356
109939,2.20119E+11,DENVER,CO,557600,SFR Grade C,2017,139021
109945,5.02126E+11,DENVER,CO,372100,RESIDENTIAL-CONDOMINIUM,2017,335000
109974,23510023000,DENVER,CO,324600,SFR Grade C,2017,175000
109979,19502025000,DENVER,CO,364800,"SFR Grade C, D, or E, w/RK",2017,305000
109988,5.25409E+11,DENVER,CO,1208500,SFR Grade B,2017,905750
109989,6.18401E+11,DENVER,CO,223700,RESIDENTIAL-CONDOMINIUM,2017,205000
110005,1.29304E+11,DENVER,CO,561700,"SFR Grade C, D, or E, w/RK",2017,543500
110056,2.22407E+11,DENVER,CO,304300,RESIDENTIAL-CONDOMINIUM,2017,277300
110067,6.04105E+11,DENVER,CO,344800,"SFR Grade C, D, or E, w/RK",2017,270000
110085,2.34527E+11,DENVER,CO,403700,COMMERCIAL-CONDOMINIUM,2017,725000
110113,5.1411E+11,DENVER,CO,850300,SFR Grade B w/RK,2017,704000
110131,5.05323E+11,DENVER,CO,407600,"SFR Grade C, D, or E, w/RK",2017,360000
110135,1.33244E+11,DENVER,CO,265700,RESIDENTIAL-ROWHOUSE,2017,230000
110141,1.33242E+11,DENVER,CO,420700,RESIDENTIAL-ROWHOUSE,2017,380000
110155,5.14216E+11,DENVER,CO,1365100,RESIDENTIAL-ROWHOUSE,2017,1350000
110178,5.14207E+11,DENVER,CO,753300,SFR Grade B,2017,10
110208,6.34422E+11,DENVER,CO,490400,SFR Grade C,2017,405000
110224,6.06404E+11,DENVER,CO,769300,SFR Grade C,2017,670000
110238,6.06128E+11,DENVER,CO,488900,"SFR Grade C, D, or E, w/RK",2017,436000
110242,5.10124E+11,DENVER,CO,335700,RESIDENTIAL-CONDOMINIUM,2017,10
110269,2.19319E+11,DENVER,CO,887200,RESIDENTIAL-ROWHOUSE,2017,759000
110276,5.06122E+11,DENVER,CO,392100,SFR Grade C,2017,300000
110281,2.3512E+11,DENVER,CO,622100,"SFR Grade C, D, or E, w/RK",2017,550000
110288,6.06408E+11,DENVER,CO,276000,RESIDENTIAL-CONDOMINIUM,2017,227200
110331,5.1742E+11,DENVER,CO,404900,SFR Grade C,2017,10
110332,10203092000,DENVER,CO,244700,RESIDENTIAL-ROWHOUSE,2017,230000
110343,9.10416E+11,DENVER,CO,181100,RESIDENTIAL-CONDOMINIUM,2017,160000
110353,6.30215E+11,DENVER,CO,1256800,INDUSTRIAL-AUTO SERVICE GARAGE,2017,2550000
110362,5.30404E+11,DENVER,CO,873300,SFR Grade B w/RK,2017,944700
110364,6.30203E+11,DENVER,CO,1173100,COMMERCIAL-OFFICE,2017,1100000
110365,5.12516E+11,DENVER,CO,652000,RESIDENTIAL-DUPLEX,2017,10
110366,5.19208E+11,DENVER,CO,247800,RESIDENTIAL-ROWHOUSE,2017,210000
110373,5.22719E+11,DENVER,CO,666800,SFR Grade C,2017,10
110382,5.1253E+11,DENVER,CO,397100,RESIDENTIAL-CONDOMINIUM,2017,350000
110403,5.30106E+11,DENVER,CO,382200,SFR Grade C,2017,351000
110440,6.1611E+11,DENVER,CO,175700,RESIDENTIAL-CONDOMINIUM,2017,164000
110472,5.20428E+11,DENVER,CO,367000,SFR Grade C,2017,1000
110531,2.35514E+11,DENVER,CO,100,VACANT LAND /GENERAL COMMON ELEMENTS,2017,10
110532,5.12507E+11,DENVER,CO,393900,RESIDENTIAL-CONDOMINIUM,2017,394000
110538,1.16512E+11,DENVER,CO,1160200,SFR Grade B w/RK,2017,947000
110665,9.11111E+11,DENVER,CO,1500,RESIDENTIAL-CONDOMINIUM,2017,193000
110675,5.07233E+11,DENVER,CO,357600,"SFR Grade C, D, or E, w/RK",2017,320000
110694,1.31213E+11,DENVER,CO,887200,SFR Grade B,2017,835000
110717,7.05401E+11,DENVER,CO,299800,RESIDENTIAL-CONDOMINIUM,2017,275000
110749,5.05322E+11,DENVER,CO,328200,SFR Grade C,2017,10
110762,5.29208E+11,DENVER,CO,449500,SFR Grade C,2017,380000
110779,1.2412E+11,DENVER,CO,299200,RESIDENTIAL-ROWHOUSE,2017,265000
110851,6.05207E+11,DENVER,CO,3576000,RESIDENTIAL-APARTMENT,2017,3800000
110856,5.17312E+11,DENVER,CO,300500,"SFR Grade C, D, or E, w/RK",2017,265000
110866,5.1422E+11,DENVER,CO,1032400,RESIDENTIAL,2017,760000
110889,20212017000,DENVER,CO,457900,SFR Grade C,2017,380125
110897,1.33237E+11,DENVER,CO,443700,RESIDENTIAL-CONDOMINIUM,2017,0
110969,5.32401E+11,DENVER,CO,278400,RESIDENTIAL-ROWHOUSE,2017,245000
111016,5.18301E+11,DENVER,CO,289000,SFR Grade C,2017,30000
111025,5.04111E+11,DENVER,CO,631500,"SFR Grade C, D, or E, w/RK",2017,465000
111051,1.31313E+11,DENVER,CO,329900,SFR Grade C,2017,0
111060,5.36221E+11,DENVER,CO,1253800,SFR Grade B w/RK,2017,1150000
111075,17302050000,DENVER,CO,337000,SFR Grade C,2017,10
111083,2.34904E+11,DENVER,CO,329100,RESIDENTIAL-CONDOMINIUM,2017,290000
111110,5.22714E+11,DENVER,CO,535700,SFR Grade C,2017,540000
111119,2.34544E+11,DENVER,CO,590300,RESIDENTIAL-CONDOMINIUM,2017,526900
111120,2.19405E+11,DENVER,CO,449500,COMMERCIAL-RETAIL,2017,465000
