GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US08031003902,"Census Tract 39.02, Denver County, Colorado",1827,61,2.5,2.4,1.1,1.2,5.9,3,2.8,2.1,12.5,4.6,10.2,3.6,23,6.4,16.5,4.7,6.3,3.6,19.1,4.7,93482,5312,143058,22660,29.5,(X),(X),(X),(X),(X),1221,103,3,3.4,2,2.7,3.8,2.8,1.7,1.9,9.6,4.5,6.1,3.6,24.4,7.8,17,6.6,7.8,5.1,24.5,6.6,99528,7222,165496,29454,(X),(X),26.9,(X),(X),(X),803,100,0,4,0,4,1.6,2.6,1.2,1.8,6.7,4.3,3,3.2,20.4,8.1,18.9,6.9,10.8,7.2,37.2,9.1,146023,23093,N,N,(X),(X),(X),(X),(X),(X),606,104,1.3,2.2,3.3,3.6,6.1,5.2,5.1,4.6,19.8,10,19.8,8.7,18.8,8.4,14,7.3,3.5,3.7,8.3,5.9,69444,10136,95668,27237,(X),(X),(X),(X),30.7,(X)
1400000US08031004002,"Census Tract 40.02, Denver County, Colorado",1386,51,5.8,4.5,0,2.3,5.1,2.9,6,3,9.1,5,13.6,5,9.2,4.8,16.8,4.7,17,5.6,17.5,4.5,102981,9249,129944,12524,31.7,(X),(X),(X),(X),(X),959,86,2.6,3.9,0,3.3,0,3.3,2.9,2.7,6.4,5.2,12.4,5.5,9.7,6.1,19.9,6.2,24.5,7.6,21.6,6.3,130329,35105,157150,17887,(X),(X),27.8,(X),(X),(X),816,96,0,3.9,0,3.9,0,3.9,1.1,1.6,4.9,4.9,8.5,4.8,8.8,5.6,23.4,7.3,27.9,8.4,25.4,7.3,160135,20301,N,N,(X),(X),(X),(X),(X),(X),427,79,13.1,10.2,0,7.3,16.4,9.7,12.9,7.6,15.2,11.4,18.7,10.2,8,6.4,7.3,5.3,1.9,2.8,6.6,5.6,46451,10714,66283,19414,(X),(X),(X),(X),37.7,(X)
1400000US08031004003,"Census Tract 40.03, Denver County, Colorado",1893,68,0.9,1,2.3,1.9,9.8,2.9,4.9,2.1,13.8,4.2,20.3,6,14.6,4.2,18.4,5,6,3.1,8.8,3.5,70987,14038,97695,11901,24.5,(X),(X),(X),(X),(X),1113,120,1.5,1.6,0.5,0.9,3.3,2.7,3.8,2.6,14.5,5.7,17.9,6.8,15.5,5.9,25,6.8,3.2,2.5,14.7,6,93523,10349,118874,19508,(X),(X),24.2,(X),(X),(X),885,136,0,3.6,0.7,1.2,1.7,1.9,4,2.9,14,5.9,11.1,6.2,16.7,7.3,29.3,8.2,4.1,3.2,18.5,7.1,108672,18822,N,N,(X),(X),(X),(X),(X),(X),780,129,0,4.1,4.9,4.5,19,7,6.5,3.7,12.9,6.4,27.9,9.8,10.8,4.8,9.1,6.7,8.5,6.7,0.4,1,52885,12189,65029,10302,(X),(X),(X),(X),25,(X)
1400000US08031004004,"Census Tract 40.04, Denver County, Colorado",828,43,1.2,1.3,1.6,1.6,5.4,3,7.4,3.4,12,4.6,20.8,6.1,17.8,6.9,10.7,3.5,13,4.3,10.1,4.2,78900,7409,102228,12535,16.2,(X),(X),(X),(X),(X),465,58,0,6.7,0,6.7,0.9,1.3,1.3,2.1,9.7,5,16.3,5.9,20.4,10.4,17.4,6.2,21.1,7.2,12.9,6.1,110104,29676,130021,20702,(X),(X),10.5,(X),(X),(X),384,44,0,8.1,0,8.1,1,1.6,0,8.1,10.4,5.5,12.2,5.6,22.4,12.1,15.6,6.8,22.7,8.2,15.6,7,111875,21791,N,N,(X),(X),(X),(X),(X),(X),363,58,2.8,2.9,3.6,3.7,11.3,7,15.2,7.5,16.8,8.7,26.4,12.5,12.9,7.4,1.7,2.5,5.8,5.3,3.6,3.3,50375,12905,63614,10814,(X),(X),(X),(X),22.9,(X)
1400000US08031004005,"Census Tract 40.05, Denver County, Colorado",1601,107,15.6,4.8,5.4,3.2,11.1,3.9,12.9,4.5,12.9,5.6,15.6,5.2,15.1,5.3,5.4,2.9,2.2,1.7,3.8,2.3,37096,7199,56556,7261,22.5,(X),(X),(X),(X),(X),395,70,6.1,4.6,0,7.9,17,11.9,5.6,5,13.2,11.4,3,3.6,26.3,12.5,14.2,11.6,3.8,4.1,10.9,7.8,81653,29712,89162,23086,(X),(X),22.8,(X),(X),(X),264,64,2.7,3.9,0,11.6,16.7,14.9,4.9,5.4,2.3,4.2,1.9,3,34.8,16.1,14.8,13.8,5.7,6,16.3,11.1,86875,17191,N,N,(X),(X),(X),(X),(X),(X),1206,123,18.7,6.1,7.2,4.2,10.2,4,15.3,5.6,12.9,5.9,18.6,6.6,12.4,5.6,1.6,1.5,2.4,2.1,0.7,1.2,34346,4376,44782,7349,(X),(X),(X),(X),22.4,(X)
1400000US08031004006,"Census Tract 40.06, Denver County, Colorado",2049,99,8.1,3.5,6.4,4.9,12.6,5.1,6.1,2.8,10.4,4.8,14.9,5.8,7.1,3.4,7.3,2.8,6.3,3.3,20.7,5.1,59275,13270,125229,18928,24,(X),(X),(X),(X),(X),844,112,0.7,1.4,1.4,2.3,4.3,6.3,2.7,2.3,3.1,2.5,7.6,5.1,8.2,4.2,15.8,6.2,13.7,6.8,42.5,9.3,186500,45529,231104,37816,(X),(X),14.3,(X),(X),(X),728,117,0.8,1.6,0,4.4,4.9,7.3,2.3,2.6,2.5,2.3,7,5.3,8,4.5,16.3,7.1,13.9,7.7,44.2,9.4,187500,35423,N,N,(X),(X),(X),(X),(X),(X),1205,135,13.2,6,9.9,8,18.5,8.5,8.5,4.6,15.5,8.2,20,8.5,6.3,4.9,1.4,1.6,1.2,1.5,5.5,5.5,34875,9720,51024,13848,(X),(X),(X),(X),30.7,(X)
1400000US08031004101,"Census Tract 41.01, Denver County, Colorado",1598,76,13.3,5.3,15.3,5.3,12.4,5.4,10.5,4.2,18.1,6.1,15,4.9,2.7,2.1,8.6,4.8,2.8,2.2,1.3,1.2,33802,6561,45081,5738,32.9,(X),(X),(X),(X),(X),939,116,10.1,6.3,13.7,6.1,10,6,11.2,5.7,23.1,9.2,13.8,7.1,4.9,4.7,8.1,5.7,2.8,3.2,2.2,2.2,38631,7602,49316,8238,(X),(X),37.3,(X),(X),(X),445,107,7,8.6,2.5,3.9,8.5,8.1,12.8,7.8,31,15.3,10.3,10.1,4.7,5,12.6,9.2,5.8,6.9,4.7,4.4,42813,3469,N,N,(X),(X),(X),(X),(X),(X),659,108,17.9,9.1,17.5,9.3,15.8,9.7,9.4,6.3,11.1,8.5,16.7,6.4,3.3,3.4,5.6,7.2,2.7,3,0,4.8,24063,10320,37115,7837,(X),(X),(X),(X),22.3,(X)
1400000US08031004102,"Census Tract 41.02, Denver County, Colorado",1353,108,8.9,5.3,8.8,5.1,13.7,5.6,10.7,4.7,13.3,4.4,21.8,7.3,10.1,4.3,9.6,4.3,1.6,1.7,1.5,1.6,42901,9682,53638,6702,42.5,(X),(X),(X),(X),(X),809,119,10.8,6.6,8.2,5.4,7.9,5.4,12.7,7,13.7,7.3,21.1,9.7,10.9,5.7,12.1,6.2,1.5,2.4,1.1,1.6,43814,15524,55909,9042,(X),(X),40.5,(X),(X),(X),405,102,7.2,8.5,7.4,6.7,5.2,4.7,18.3,10.9,5.9,5.7,24,10.9,9.1,8.4,20,11,3,4.7,0,7.7,54931,20594,N,N,(X),(X),(X),(X),(X),(X),544,123,7.9,7,16,11.1,22.4,10.4,7.7,7.3,17.5,7.9,18.8,11.3,1.5,2.5,6.6,7.2,1.7,2.5,0,5.8,26667,13537,40242,8229,(X),(X),(X),(X),35.7,(X)
1400000US08031004103,"Census Tract 41.03, Denver County, Colorado",2139,78,4.8,4.3,3.6,4.2,9.2,4.9,7.1,4.3,10.2,4.2,10.4,4,15.8,5.5,13.9,5,9.4,4.3,15.5,5.9,86125,10765,109025,13805,34.5,(X),(X),(X),(X),(X),1470,146,0,2.2,0,2.2,8.2,5.2,8,6.1,12.8,6.7,9.7,5,11,7,17.9,6.5,12.8,6.1,19.7,8,100577,17275,127013,19534,(X),(X),29.9,(X),(X),(X),1121,123,0,2.9,0,2.9,3.4,3.8,5.4,5.3,11.5,8,10.6,5.9,9.1,7.2,20.2,7.7,14,7.4,25.9,10.5,116758,19279,N,N,(X),(X),(X),(X),(X),(X),669,154,15.4,12.7,11.4,12.6,13.5,11.1,7.3,5.9,11.4,9.7,14.5,10.4,15.1,11,5.2,7,0,4.7,6.3,6.8,36875,27995,62504,22984,(X),(X),(X),(X),40.5,(X)
1400000US08031004104,"Census Tract 41.04, Denver County, Colorado",1862,82,11,5.3,2.5,1.4,8.9,4.9,7.5,3.1,11.3,5.6,19.5,5.6,14.4,4.3,18.4,5.1,3.8,2,2.6,1.5,60710,7197,71074,7038,30,(X),(X),(X),(X),(X),951,125,9.9,7.1,0.8,1.3,4.7,5.3,4.9,3.2,10,6.5,19.9,7.5,15.7,6.7,26.1,8.6,4.5,3,3.5,2.6,71875,26931,83815,11384,(X),(X),31.7,(X),(X),(X),601,105,1.7,2.5,0,5.3,5.5,7.5,2.5,2.8,7.2,8.2,14.8,7.3,16.5,7.3,41.3,11.5,5.2,4,5.5,4.1,104417,13184,N,N,(X),(X),(X),(X),(X),(X),911,120,12.2,6.9,4.3,2.7,14.6,8.4,11.1,6.3,13.1,8.6,17.8,8.5,12.4,6.9,11.1,5.9,1.9,2.1,1.6,1.8,46806,15016,55993,8301,(X),(X),(X),(X),28.3,(X)
1400000US08031004106,"Census Tract 41.06, Denver County, Colorado",2992,117,0.7,0.9,0.8,0.8,1.5,1.2,0,1.1,7.2,4.4,8.3,4,9.5,3.8,28.2,6.8,18.2,5.1,25.6,5.6,135967,8827,154668,11015,22,(X),(X),(X),(X),(X),2217,185,2.1,2.7,0.6,1.1,0.6,1,0,1.5,2.3,2.3,7.5,4.5,8,3.8,24.2,6.4,23,6.2,31.6,6.7,158880,10555,170072,13121,(X),(X),16.6,(X),(X),(X),1810,200,0,1.8,0,1.8,0.8,1.2,0,1.8,0.7,1.2,6.4,4.5,5.1,3.1,24,7,24.4,7.1,38.7,7.7,173796,20632,N,N,(X),(X),(X),(X),(X),(X),775,185,2.8,3.5,1.4,2.4,2.6,3.1,0,4.1,16.4,13.8,15.9,10.9,10.2,6.9,39,14.3,3.2,3.7,8.5,7.6,101146,41657,104421,19981,(X),(X),(X),(X),32.5,(X)
1400000US08031004107,"Census Tract 41.07, Denver County, Colorado",2204,126,4.5,3.2,2.5,2.4,10.5,5.4,3.4,2.3,5.4,3.4,12.9,5.1,11.9,4.7,24.3,7.4,11.5,3.8,13.1,3.9,96902,16866,110843,13176,18.6,(X),(X),(X),(X),(X),1208,133,1.5,1.8,2.3,3.7,6.3,3.3,0.9,1.4,4.1,4.2,11.3,8,14.4,6.3,21.1,7.1,18.2,6.5,20,6,130326,19543,139439,18606,(X),(X),12.6,(X),(X),(X),983,162,1.8,2.1,2.8,4.5,4.4,3.7,1.1,1.7,5,5,4.7,3.1,13.8,6.4,21.2,6.9,21.6,7.9,23.6,7.1,138113,13192,N,N,(X),(X),(X),(X),(X),(X),996,163,8.2,6.9,2.8,3,15.6,11.1,6.3,5,6.9,5.2,15,6.2,8.8,6.5,28.2,13.8,3.3,3.2,4.8,4,66800,25621,76161,13312,(X),(X),(X),(X),25.8,(X)
1400000US08031004201,"Census Tract 42.01, Denver County, Colorado",1975,76,6.2,3.4,3.4,3.2,5.5,3.2,3.2,1.9,8.3,4,17.5,4.4,12.7,4,15,3.6,6.8,3.2,21.4,3.9,90023,7441,147497,32763,18,(X),(X),(X),(X),(X),1300,152,2,1.9,2.8,4.2,4,4.1,3.2,2.5,4.5,4.6,13.9,5.9,14.4,5,17.9,4.6,5.8,3.3,31.5,5.6,110957,13582,190776,49285,(X),(X),13,(X),(X),(X),1045,142,0.6,1,0,3.1,3.3,4.8,3.1,2.7,4.6,5.4,8.5,3.7,16.5,5.9,18.9,5.3,6.4,3.8,38.1,7.2,137928,19073,N,N,(X),(X),(X),(X),(X),(X),675,138,14.2,9,4.7,4.3,8.3,5.2,5,4.5,13.8,10.2,24.4,8.6,9.5,6.3,9.3,6.4,8.7,6.4,1.9,2.9,55197,12776,63984,12651,(X),(X),(X),(X),21.9,(X)
1400000US08031004202,"Census Tract 42.02, Denver County, Colorado",1617,83,0.8,1.3,3.1,2.8,3.6,2.6,4.3,3.4,7.8,3.4,10.7,4.5,12.2,4,20.7,5.7,17.1,5.4,19.6,5,120144,12272,149624,20347,19.6,(X),(X),(X),(X),(X),1020,95,0,3.1,1.5,2.2,2.3,2.4,1.4,1.5,6.9,5.8,6.2,3.9,10.3,5.2,21.3,7,25,7.9,25.3,7.5,150536,23694,182900,32379,(X),(X),19.3,(X),(X),(X),854,99,0,3.7,0,3.7,2.7,2.9,0.8,1.1,4.9,6.4,6.1,4.1,11.4,6,20,8.1,24.9,7.8,29.2,8.6,163452,24624,N,N,(X),(X),(X),(X),(X),(X),597,101,2.2,3.5,5.9,6.6,5.9,5.5,10.6,8.8,15.2,8.8,11.4,7.1,15.6,7.3,19.8,9.3,3.7,4.1,9.9,6.7,73194,17490,90602,20217,(X),(X),(X),(X),20.1,(X)
1400000US08031004301,"Census Tract 43.01, Denver County, Colorado",2797,162,12.5,4.6,5,3.3,7.8,3.3,11.3,3.8,23.1,7,12.3,3.9,8.5,3.6,9,4.2,1.5,1.4,8.9,3.9,45274,3996,69319,10235,17.3,(X),(X),(X),(X),(X),740,140,5.7,5.5,0,4.3,2.3,4.5,10,5.8,23.1,12.5,7.3,5.5,8.9,7,23.6,12,1.8,2.9,17.3,10.2,76765,53221,108994,27334,(X),(X),18.6,(X),(X),(X),492,109,2,3.5,0,6.4,3.5,6.7,11,6.1,12.8,11.6,7.7,7.3,10,8.6,24.4,12.8,2.6,4.4,26,14,108250,29012,N,N,(X),(X),(X),(X),(X),(X),2057,190,15,6.3,6.9,4.5,9.7,4.4,12.7,5,22.1,8.1,14.1,5,8.4,4.5,3.8,2.6,1.4,1.5,5.9,4,40943,5467,54848,10771,(X),(X),(X),(X),16.8,(X)
1400000US08031004302,"Census Tract 43.02, Denver County, Colorado",1217,70,4.8,4,6,3.7,1.6,1.8,5,3.3,8.1,4.4,17.7,5.6,20.1,7,24.4,6.6,4.4,2.7,7.8,3.3,83902,9489,98207,11359,20.5,(X),(X),(X),(X),(X),560,104,0,5.6,0.5,2,1.6,2.6,5.5,4.5,10.4,8.4,17,10.1,21.8,9.1,23.4,9,7.5,4.9,12.3,6.3,89219,13133,121819,22662,(X),(X),19.8,(X),(X),(X),464,86,0,6.8,0,6.8,0,6.8,2.8,3.7,10.1,9.8,20.5,11.8,16.4,8.2,26.3,10.2,9.1,5.9,14.9,7.6,100313,21927,N,N,(X),(X),(X),(X),(X),(X),657,114,9,7.1,10.7,7,1.7,2.6,6.2,5.4,6.1,4.3,18.3,8.6,20.5,9.8,23.6,9.7,0,4.8,4,4.2,66458,23109,74664,11280,(X),(X),(X),(X),21,(X)
1400000US08031004303,"Census Tract 43.03, Denver County, Colorado",1582,84,2.3,2.5,0.4,0.8,0.9,1,2.5,1.8,6.2,3.4,8,3,10.3,3.9,18.8,6.1,9.2,3.2,41.4,6.9,153750,32315,297533,83222,23.4,(X),(X),(X),(X),(X),1184,109,2.4,3.1,0,2.7,0,2.7,2.6,2.2,4.6,3.5,6,3.1,8.3,4.5,19.1,6.8,9,3.7,48.1,8.9,190556,40784,310032,86662,(X),(X),22.8,(X),(X),(X),996,105,0,3.2,0,3.2,0,3.2,0.8,1.3,4.5,4.1,4.3,2.9,7.1,4.6,18,6.9,10.6,4.6,54.6,9.9,220565,42148,N,N,(X),(X),(X),(X),(X),(X),398,88,2,3.2,1.8,3,3.5,3.8,2.3,3.4,11.1,8.7,16.6,8.8,13.6,7.6,20.4,9.3,10.1,8.2,18.8,12.9,94500,28148,257705,206848,(X),(X),(X),(X),25.1,(X)
1400000US08031004304,"Census Tract 43.04, Denver County, Colorado",2809,88,5.2,2.9,4.4,4,6.9,3.8,7,3.3,8.3,3.8,12,4,14.3,4.8,21.7,5.4,7.9,3.4,12.3,3.9,78359,9921,101726,10670,23.8,(X),(X),(X),(X),(X),1395,176,0.6,1.2,4.7,7,3.7,3.6,4.5,4.1,4.3,3.6,10.7,5.4,16.1,7.1,22.7,6.7,13.8,5.6,18.9,6.8,103750,16587,130175,18268,(X),(X),28.9,(X),(X),(X),1115,186,0,2.9,5.9,8.7,0,2.9,2.5,2.7,3.6,3.8,9.1,5.5,15.9,7.2,23.9,7.7,15.5,6.3,23.6,8.5,116148,16650,N,N,(X),(X),(X),(X),(X),(X),1414,181,9.8,5.7,4.1,3.8,10,6.5,9.5,5.1,12.2,6.3,13.2,5.7,12.5,6.5,21.1,8.3,2.1,2.4,5.4,4,56296,21899,73331,13028,(X),(X),(X),(X),18.8,(X)
1400000US08031004306,"Census Tract 43.06, Denver County, Colorado",2285,55,3.9,3.5,2.6,2.3,6.4,3.3,7.7,3.9,9.7,4.1,18.2,5.6,10.6,5,15,5.8,5.2,3.3,20.7,6.8,85391,24648,127439,19724,21,(X),(X),(X),(X),(X),1233,167,0,2.6,2.2,3.3,3.6,3.5,2.3,2.6,3.6,4.3,23.1,8.2,9.8,6,14.2,6.7,9.6,5.4,31.5,10.3,121513,32364,169371,32569,(X),(X),16.5,(X),(X),(X),1050,159,0,3,2.6,3.8,3,3.5,2.7,3.1,2.1,3.3,19.2,8.3,10.2,6.6,13.5,7.4,9.7,6.7,37,11.8,134583,41725,N,N,(X),(X),(X),(X),(X),(X),1052,158,8.6,7.6,3,3.3,9.6,5.3,14.1,7.4,16.7,7.9,12.4,7.8,11.6,7,16,9.4,1.6,2.4,6.5,5.4,47102,11281,77366,19684,(X),(X),(X),(X),26.2,(X)
1400000US08031004403,"Census Tract 44.03, Denver County, Colorado",1646,127,7.7,3.7,4.9,3.8,14.8,5,9.2,4,15.9,5.2,22.5,5.1,10.4,4.5,10.6,4.4,2.4,2.4,1.7,1.7,47089,5838,57819,8658,26.9,(X),(X),(X),(X),(X),847,119,9.7,5.7,9.6,7.6,15.7,7.2,5.3,4,13.5,6.3,19.1,6.7,7.6,4.7,13.8,6.9,2.5,3,3.3,3.4,46193,9466,62391,15402,(X),(X),30.7,(X),(X),(X),500,105,1.2,1.7,11.6,11.5,14.6,9.1,3,4.5,14.8,7.7,18.8,8.5,8.6,5.7,17.6,9.7,4.2,5.1,5.6,5.7,59167,19153,N,N,(X),(X),(X),(X),(X),(X),799,127,8.1,5.2,2.8,2.9,14.8,7.1,12.3,7.2,18.4,7.8,26.5,8.1,11.9,7.4,5.3,4.2,0,4,0,4,45528,6010,46714,5080,(X),(X),(X),(X),20.3,(X)
1400000US08031004404,"Census Tract 44.04, Denver County, Colorado",2427,115,16.7,7.1,6.6,3.5,15.1,6.5,9.3,3.6,17.1,6.2,14.5,5.3,10.8,4.6,6.6,3,3,2.6,0.5,0.7,37679,8474,46689,5316,22.2,(X),(X),(X),(X),(X),1219,202,15.6,10.2,11.2,6.2,18.8,10.3,3.3,3.2,21.2,11.1,13.3,7.8,8.3,4.9,5.3,3.3,2.1,2.3,0.9,1.4,36394,21330,43570,6720,(X),(X),19.9,(X),(X),(X),759,182,8,8.5,4.9,4.3,12,9.6,3.6,4.3,32.4,15.4,15.7,10.1,13.3,8.3,5.3,4.2,3.4,3.6,1.4,2.4,44760,3690,N,N,(X),(X),(X),(X),(X),(X),1208,183,19,10.4,2.7,3,14.2,7.1,11.5,4.6,11.9,6.2,15.6,7,13.2,7.2,7.9,5.3,3.9,4.8,0,2.7,39239,13171,48972,9015,(X),(X),(X),(X),23.8,(X)
1400000US08031004405,"Census Tract 44.05, Denver County, Colorado",3854,170,6.7,3.4,3,1.8,9.9,4,5.4,2.4,9.4,3.8,14.5,4.6,12.5,4.2,11.1,3.4,13.9,3.9,13.6,3.4,76029,8351,110451,10925,21.4,(X),(X),(X),(X),(X),1971,202,6.1,4.9,1.9,2.6,6.1,4.6,4.1,3.1,4.6,2.4,10.8,5.9,13.5,6.6,13.8,5.3,17.1,5.9,22,5.9,109803,25001,144441,19074,(X),(X),21.9,(X),(X),(X),1542,199,0,2.1,2.4,3.3,3.9,3.8,4.4,3.6,3.4,2.7,11.5,7,13.7,7.8,14.3,6.1,20.7,7.1,25.7,7.3,130000,36057,N,N,(X),(X),(X),(X),(X),(X),1883,237,7.3,5,4.1,2.4,15.6,6.9,6.7,3.8,14.5,6.9,18.8,7.3,13.1,5.7,7.2,4.2,9.6,5.1,3,2.1,53347,11066,70720,10663,(X),(X),(X),(X),19.4,(X)
1400000US08031004503,"Census Tract 45.03, Denver County, Colorado",1254,76,10.8,5.6,5.5,4.1,24.4,8.2,16,7.8,15.9,7.9,10,5.7,12.3,8.1,3.9,4.5,0.3,1,0.9,1.7,29384,6950,42982,8505,28,(X),(X),(X),(X),(X),902,102,5.8,5,5.3,5.5,28,10.3,15.7,8.8,13,9,11,6.5,16.1,11.1,3.9,5.4,0,3.5,1.2,2.4,28885,10279,44863,9690,(X),(X),33.3,(X),(X),(X),602,133,0,5.3,8,8.5,26.9,13,20.4,12,6.8,8.6,9.1,6.8,21.1,15.1,5.8,8.2,0,5.3,1.8,3.6,29076,13650,N,N,(X),(X),(X),(X),(X),(X),352,97,23.6,12.8,6,6.9,27,14.6,4.8,6.1,25.3,15.1,12.2,11.3,0,8.8,0,8.8,1.1,3.5,0,8.8,19914,11723,29131,7371,(X),(X),(X),(X),14.5,(X)
1400000US08031004504,"Census Tract 45.04, Denver County, Colorado",1084,64,8.1,5.5,16.9,7,13.1,6.9,15.4,6.6,22,7.9,14.4,6.2,4.2,3.4,3,3.2,1.9,2.3,0.9,1.5,33855,3515,41529,8518,26.9,(X),(X),(X),(X),(X),796,93,9.2,6.8,13.7,6.7,2.8,2.6,19.6,8.6,25.4,10,15.7,7.5,5.8,4.6,4,4.4,2.6,3.2,1.3,2,39186,5279,48104,10698,(X),(X),26.1,(X),(X),(X),474,94,1.1,2,2.1,3.4,3.2,3.8,27.8,13.6,24.1,13.7,24.3,11.7,7.8,6.2,3.2,5,4.4,5.4,2.1,3.4,42461,8907,N,N,(X),(X),(X),(X),(X),(X),288,89,14.9,13,19.1,14.2,41.7,21.6,3.8,6.4,9.7,10.8,10.8,10.4,0,10.7,0,10.7,0,10.7,0,10.7,16742,5321,21348,5230,(X),(X),(X),(X),26,(X)
1400000US08031004505,"Census Tract 45.05, Denver County, Colorado",1255,66,14.7,6.6,9.2,5.7,23.9,8.3,11.2,6.5,29.7,8.8,10,6.3,0.7,1.2,0,2.6,0,2.6,0.5,0.8,27629,7999,30394,3464,21.1,(X),(X),(X),(X),(X),965,115,11.5,7.4,6.7,6,30.4,11,12.6,8.7,29.1,10.3,8.1,7,0.9,1.5,0,3.3,0,3.3,0.6,1,25993,7192,30646,4207,(X),(X),16.1,(X),(X),(X),522,121,0,6,6.3,6.2,42.7,14.1,13,13,28.7,15,6.3,9.2,1.7,2.8,0,6,0,6,1.1,1.9,25446,8015,N,N,(X),(X),(X),(X),(X),(X),290,97,31,16.7,17.6,13.9,9.7,10.2,6.6,7.7,26.2,14.6,9,8.1,0,10.6,0,10.6,0,10.6,0,10.6,16250,9601,24057,5598,(X),(X),(X),(X),30.7,(X)
1400000US08031004506,"Census Tract 45.06, Denver County, Colorado",975,76,14.3,6.6,11.4,6.1,21.8,8.3,7.5,3.6,13.5,5.7,20.1,6.7,3.5,2.8,7.4,4.4,0,3.3,0.5,0.9,26856,11085,41176,9054,32.3,(X),(X),(X),(X),(X),792,74,9.1,6.6,9,6.1,25.1,9.7,5.6,3.9,13.3,6.5,24.9,7.8,4.3,3.4,8.2,5.2,0,4,0.6,1.1,36136,15605,45566,10773,(X),(X),34,(X),(X),(X),434,84,3.9,4.5,4.8,5.8,20.3,9.6,3.5,4.6,11.3,7.6,39.4,12.8,6.5,5.7,9.2,7.1,0,7.2,1.2,2.1,50888,4621,N,N,(X),(X),(X),(X),(X),(X),183,70,36.6,19.7,21.9,15.8,7.7,7.7,18,12.8,12.6,13.3,3.3,5.4,0,16.2,0,16.2,0,16.2,0,16.2,12450,6301,20099,6525,(X),(X),(X),(X),25.1,(X)
1400000US08031004601,"Census Tract 46.01, Denver County, Colorado",1868,57,3.9,3,4.9,2.2,9.9,4.9,12.2,5.8,26.1,6.2,19.9,6.7,10.5,3.2,8.8,4.5,3.2,3.3,0.5,0.9,44805,4249,55702,6097,29.8,(X),(X),(X),(X),(X),1336,138,3.6,2.9,1.6,1.6,15.6,7.2,11.3,6.5,21.3,8,18.7,7.2,12.6,4.6,10,6.2,4.5,4.6,0.7,1.2,46615,8484,59172,7847,(X),(X),31.3,(X),(X),(X),802,148,1.1,1.8,2.7,2.8,6.1,4.9,9.7,7.1,18,10,19.6,9.7,20,7.5,14.1,8.6,7.5,7.5,1.2,2.1,61429,17398,N,N,(X),(X),(X),(X),(X),(X),532,140,9.4,9.3,13.2,6.6,4.9,5,12.4,11.4,37,14.2,13,10,6.4,5.4,3.8,4.4,0,5.9,0,5.9,37857,4078,39719,5935,(X),(X),(X),(X),23.9,(X)
