GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US08031004602,"Census Tract 46.02, Denver County, Colorado",2229,119,6.6,3.9,6,3.6,13.3,5.4,14.6,6.6,21.3,8,15.8,6.9,15.7,6.1,6,4.3,0.8,1.3,0,1.4,41260,5384,49437,5193,32.4,(X),(X),(X),(X),(X),1645,189,4.3,3.8,5.2,4.3,12.5,5.5,15.4,7.4,26.1,9.7,15.6,7.2,13.7,5.9,7.1,5.6,0,2,0,2,42149,6447,49800,6333,(X),(X),31.9,(X),(X),(X),1040,175,4,5.2,1.7,2.5,9.9,7.2,15.1,9.6,25.5,11.4,17.2,9.4,15.4,6.4,11.2,8.7,0,3.1,0,3.1,45746,8248,N,N,(X),(X),(X),(X),(X),(X),584,155,18.8,12.4,8,6.4,20.2,11.4,15.6,14.6,9.4,10.5,13.4,10.4,11.6,11.5,2.9,5.1,0,5.4,0,5.4,25944,8608,35143,9639,(X),(X),(X),(X),22.4,(X)
1400000US08031004603,"Census Tract 46.03, Denver County, Colorado",1991,58,9.3,3.8,6.9,2.9,10,4.2,10.1,3.6,17.5,4.9,24,5.8,13.7,4.5,8,3.3,0.5,0.8,0,1.6,44445,5535,50378,3671,26,(X),(X),(X),(X),(X),1296,126,7.8,5.6,7.2,4.8,8.6,4.4,6.6,4.2,21.5,7.4,22.6,6.9,15.4,6.5,10.3,4.7,0,2.5,0,2.5,48036,9258,53411,5380,(X),(X),26.5,(X),(X),(X),748,121,3.1,3.6,4.1,4.1,8.8,6.3,4,3.2,22.9,11.7,23.1,8.6,18.4,9.8,15.5,7.4,0,4.2,0,4.2,56066,9780,N,N,(X),(X),(X),(X),(X),(X),695,120,12.1,6.8,10.1,4.8,17.3,8.3,14.8,8.7,12.2,6.3,21.2,9.6,7.3,4.5,3.6,3.9,1.4,2.2,0,4.6,31650,6502,40522,6119,(X),(X),(X),(X),24.9,(X)
1400000US08031004700,"Census Tract 47, Denver County, Colorado",2168,113,5.8,4.2,3.9,4.1,9.7,6.1,14.4,6.1,17.1,5.6,22.4,5.8,18.3,7.7,5,3.5,2.4,3,1,1.9,49275,10102,57011,7062,31.5,(X),(X),(X),(X),(X),1544,154,5.1,5.7,5.4,5.7,10.8,7.4,11.7,6.6,17,7,22.3,7.3,18.3,9.4,6.1,4.5,3.4,4.3,0,2.1,52544,17233,56634,7717,(X),(X),36.5,(X),(X),(X),931,188,4.4,6.7,2.7,3.2,3.9,6.3,15.6,10.4,18.5,6.9,22,10.1,17.3,12.4,10.1,7.2,5.6,6.8,0,3.4,57386,18569,N,N,(X),(X),(X),(X),(X),(X),624,143,7.4,7.1,0,5.1,7.2,6.6,23.4,16.3,17.5,9.3,26,14.8,16.2,12.7,2.4,3.9,0,5.1,0,5.1,44535,14060,50334,8747,(X),(X),(X),(X),15.7,(X)
1400000US08031004801,"Census Tract 48.01, Denver County, Colorado",1060,39,6.7,5.2,3.2,2.7,13.4,6.2,3.3,2.7,12.5,4.7,22.6,7.3,12.5,5.5,23.1,7.9,1.5,1.6,1.1,1.6,60975,4146,67796,7350,20.7,(X),(X),(X),(X),(X),778,83,9.9,7.4,1.9,2.2,3.2,2.8,4.2,3.5,9.5,5.3,25.2,7.6,12.6,5.9,29.8,9.1,2.1,2.1,1.5,2.3,68286,12417,75690,9168,(X),(X),21.5,(X),(X),(X),588,87,3.4,4,1.5,2.4,3.2,3.4,2.9,3.2,7.3,5.9,29.8,8.9,11.6,6.8,35.5,11.2,2.7,2.8,2,3,75982,19878,N,N,(X),(X),(X),(X),(X),(X),282,82,3.5,5.4,6.7,8.2,35.8,16.8,6.4,7.8,15.2,11.2,15.6,16,12.1,10.5,4.6,6.5,0,10.9,0,10.9,33250,19914,43994,9978,(X),(X),(X),(X),12.8,(X)
1400000US08031005001,"Census Tract 50.01, Denver County, Colorado",1101,46,5.3,4.3,4.6,3.4,8.1,4.4,11.7,6.2,17.3,8.1,16.3,6.9,16.4,7.4,13.6,5.8,4.8,3.1,1.7,1.9,56182,14352,68531,9046,15.7,(X),(X),(X),(X),(X),672,102,2.1,2.5,4.5,4.1,5.2,4.8,13.4,10.1,22.9,11.7,9.8,6.1,15.6,9.5,17.7,9.6,6,5.1,2.8,3.2,59306,32942,76741,13982,(X),(X),20.7,(X),(X),(X),512,96,1.8,2.7,3.7,4,2.9,4.6,10.4,9.5,25.8,13.1,10.2,7.8,13.1,8.1,20.7,11.8,7.8,6.6,3.7,4.2,61667,35742,N,N,(X),(X),(X),(X),(X),(X),429,97,12.4,10.4,4.9,5.7,12.6,8,9.1,7.3,8.6,8.1,26.6,12,15.6,10,7.2,6.3,3,4.4,0,7.3,51750,20592,54048,10987,(X),(X),(X),(X),7.9,(X)
1400000US08031005002,"Census Tract 50.02, Denver County, Colorado",3363,152,14.2,4.4,6.2,3.7,10.1,4,16.6,5,16.8,5.1,12.4,4.4,6,2.6,10,4.1,1.8,1.7,5.8,3.4,36567,2691,61565,8920,30.2,(X),(X),(X),(X),(X),1676,200,9.5,5.3,5.7,3.8,5.3,4.6,19.2,7.4,13.1,7.1,15,6.6,3.9,2.9,12.8,5.5,4,3.5,11.3,7,47386,9305,84573,18777,(X),(X),27.2,(X),(X),(X),1164,225,4.5,6.1,3.8,4.6,4,5.1,11.5,8.7,15,9.2,18.3,8.9,5.7,4.2,18.4,8,5.2,5,13.6,8.7,61639,12370,N,N,(X),(X),(X),(X),(X),(X),1687,221,21.5,7.4,6.7,5.9,14.9,7.1,13.5,6.3,19.5,8.1,9.5,5.3,8.1,4.6,6.2,5.6,0,1.9,0,1.9,29947,8153,36827,5583,(X),(X),(X),(X),29.5,(X)
1400000US08031005102,"Census Tract 51.02, Denver County, Colorado",1513,84,1.2,1.4,1.3,1.4,11,5.3,9.8,5.3,19.4,6.5,15.3,4.9,16.5,4.6,17.8,5,6.3,3,1.4,1.5,61713,7984,73581,6443,19.2,(X),(X),(X),(X),(X),869,130,1.5,1.7,0.9,1.5,7.9,7,6.4,6.5,17.5,7,15.8,6.7,11.6,5.5,27.5,8.1,8.4,4.3,2.4,2.7,74922,12478,85852,11104,(X),(X),20.9,(X),(X),(X),607,109,1.3,2.1,1.3,2.1,6.3,6.6,3,3.6,14,7.9,13.7,6.4,13.5,6.5,33.4,8.8,12,6.4,1.5,2.4,95398,25791,N,N,(X),(X),(X),(X),(X),(X),644,118,1.6,2.5,1.7,2.5,15.1,8.8,14.4,9.3,24.1,10.7,15.7,7.8,20,8.3,4.8,3.9,2.6,3.1,0,4.9,46132,3971,54446,6963,(X),(X),(X),(X),16.8,(X)
1400000US08031005104,"Census Tract 51.04, Denver County, Colorado",1481,98,10.7,5.1,6.5,4.1,16.6,5.6,12.6,5,17.6,5.7,12.8,6,7.4,3.8,7.8,3.9,2.3,2,5.9,3.6,39366,4361,67834,14460,25.4,(X),(X),(X),(X),(X),806,102,9.3,7,5.6,5.9,13.6,8.1,7.3,6.4,16.9,7.7,12.8,9,10.5,6,11.7,6.9,2.4,2.7,9.9,6.2,48036,8536,89554,24411,(X),(X),28.7,(X),(X),(X),595,109,6.9,6.5,7.6,7.4,15.3,10.2,0.8,1.6,14.1,8.6,10.8,10.6,13.1,7.6,15.8,9.4,3.2,3.6,12.4,8.7,51458,36834,N,N,(X),(X),(X),(X),(X),(X),675,109,12.3,7,9.6,6.8,22.5,7.5,18.8,7.1,16,7.5,10.7,5.8,3.7,3.5,3.1,3.8,2.2,2.6,1,1.6,28705,5270,40525,8269,(X),(X),(X),(X),21.5,(X)
1400000US08031005200,"Census Tract 52, Denver County, Colorado",1353,73,5.8,5.2,0.6,0.9,7.3,3.7,8.1,3.6,10.3,4.3,13,4.7,18.1,5.2,18.6,5.5,14.3,4.9,4,2.2,81645,10007,89259,8130,25.5,(X),(X),(X),(X),(X),876,88,8.1,7.9,0,3.6,5.4,3.6,3.1,3.1,9.8,5.6,10.4,6.3,14.3,5.8,23.4,7.7,19.4,7,6.2,3.4,98500,15447,102572,12572,(X),(X),22.5,(X),(X),(X),652,83,4.8,6.7,0,4.9,4.6,4,0,4.9,3.7,3.3,11,7.1,14.1,6.6,27.5,8.6,26.1,8.8,8.3,4.5,108281,11265,N,N,(X),(X),(X),(X),(X),(X),477,81,1.5,2.4,1.7,2.7,10.9,6.8,19.1,9.5,11.1,6.5,16.1,7.4,25.2,9.6,9.6,6.3,4.8,6.2,0,6.6,59375,16275,63816,8808,(X),(X),(X),(X),24.5,(X)
1400000US08031005300,"Census Tract 53, Denver County, Colorado",646,47,5.6,5,5.7,3.4,20.6,7.1,13.9,6.3,9.3,4.7,15.6,5.7,9.8,5,10.4,4.3,4.8,3,4.3,4.1,40588,8592,64971,13765,20.6,(X),(X),(X),(X),(X),321,57,5.9,8.9,4,4.8,3.7,4.4,19,11,14.3,9.5,15,7.6,11.5,6.8,12.5,7.6,6.9,5.1,7.2,7,51696,30675,83045,23865,(X),(X),28,(X),(X),(X),214,52,0,14.1,0,14.1,5.6,6.5,22,14.8,5.6,5.6,21.5,11.6,8.9,7.9,18.7,10.7,7,6.3,10.7,10,72727,13693,N,N,(X),(X),(X),(X),(X),(X),325,60,5.2,4.8,7.4,5.2,37.2,12.9,10.2,5.9,12.9,7.5,7.7,4.6,10.2,7.4,4.9,4.7,2.8,3.1,1.5,2.5,25313,8166,44066,9224,(X),(X),(X),(X),13.2,(X)
1400000US08031005502,"Census Tract 55.02, Denver County, Colorado",554,47,4,3.5,1.3,1.9,3.6,3.3,6.3,4,20.6,6.8,21.1,7.2,25.5,7.1,13.5,5.8,2.7,2.8,1.4,1.8,70676,3312,73981,8615,19.3,(X),(X),(X),(X),(X),411,51,0,7.6,0,7.6,3.6,4.1,5.1,4.3,32.4,14,17.3,9.1,20.7,9.2,15.3,7.1,3.6,3.8,1.9,2.5,65104,13244,76964,13363,(X),(X),21.2,(X),(X),(X),224,67,0,13.5,0,13.5,0,13.5,1.8,2.9,12.9,7.3,26.3,13.3,26.8,11.9,21.9,10.3,6.7,6.4,3.6,4.4,85870,10747,N,N,(X),(X),(X),(X),(X),(X),143,46,15.4,12.3,4.9,7.1,3.5,5.2,9.8,9.2,31.5,16.8,10.5,8.9,19.6,12.5,4.9,5.8,0,20.2,0,20.2,45966,5110,46785,9500,(X),(X),(X),(X),14,(X)
1400000US08031005503,"Census Tract 55.03, Denver County, Colorado",1792,68,9.3,4.1,2,1.5,8.1,3.2,8.4,3.2,12.2,4.1,19.8,4.7,14.3,5.2,16.5,4.8,6.2,2.9,3.2,2.4,61534,7230,72561,6217,23.3,(X),(X),(X),(X),(X),1239,107,6.7,4.7,1.3,1.5,8.2,3.7,7.5,4.6,10.4,4.7,22.3,6.1,14.9,5.9,19.1,6.2,7.3,3.9,2.2,2.2,68984,12772,77067,7802,(X),(X),24.9,(X),(X),(X),926,89,3.5,2.6,0.8,1.2,5.1,3.1,6.3,3.9,12.9,5.9,17.6,6.6,17.6,7.4,23.7,7.7,9.8,5.1,2.9,2.8,80500,12801,N,N,(X),(X),(X),(X),(X),(X),553,107,15,8.3,3.6,3.8,7.8,5.4,15.2,7.7,16.1,8.2,14.3,7.7,8.3,7.9,10.7,6.7,3.6,4,5.4,5.9,39240,6553,59581,12835,(X),(X),(X),(X),19.9,(X)
1400000US08031006701,"Census Tract 67.01, Denver County, Colorado",1728,104,4.8,2.8,1.6,2.1,4.5,2.9,10.6,4,16.7,5.8,21.6,6.5,15.5,4.9,17.2,5.3,2.8,2.1,4.5,3,60429,7517,74667,8164,23.1,(X),(X),(X),(X),(X),423,100,3.8,6.1,0,7.4,2.1,3.2,5.4,4.7,13.7,7.9,19.6,14.4,11.3,7.4,32.4,12.1,7.1,7,4.5,4.8,89028,28628,89603,11977,(X),(X),25.5,(X),(X),(X),272,81,0,11.2,0,11.2,3.3,5,4.8,4.7,5.9,6.1,12.9,9.6,14.3,10.7,44.1,15.3,7.7,11.8,7,7.5,107829,10708,N,N,(X),(X),(X),(X),(X),(X),1305,138,5.1,3.2,2.1,2.8,5.3,3.5,12.3,4.9,17.7,7.1,23.2,7.5,15.9,5.9,12.3,5.9,1.5,1.6,4.4,3.6,58007,7233,69690,10719,(X),(X),(X),(X),22.4,(X)
1400000US08031006804,"Census Tract 68.04, Denver County, Colorado",1255,87,2.2,2,3.5,4.4,5.5,3.7,1,1.4,13.7,6.6,18.6,5.9,14.8,6.2,21.2,6.2,7.4,3.6,12,4.9,84358,13620,118830,25546,28.4,(X),(X),(X),(X),(X),544,83,0,5.8,0,5.8,6.6,5.7,0.7,1.7,5.9,5.4,8.8,5.5,15.3,9.7,35.8,11.9,8.5,5.8,18.4,9.7,108468,11945,139664,28033,(X),(X),28.1,(X),(X),(X),459,88,0,6.8,0,6.8,2.2,3.4,0.9,2.1,2.2,3.3,10.5,6.4,13.9,9,41,13.3,7.6,5.9,21.8,11.6,120625,21375,N,N,(X),(X),(X),(X),(X),(X),711,106,3.8,3.6,6.2,7.8,6.9,5.7,1.3,2,21.1,9.7,24.8,9,14.5,7.6,7.7,4.7,6.6,4.8,7.2,4.8,61811,10254,100533,40332,(X),(X),(X),(X),26.4,(X)
1400000US08031006809,"Census Tract 68.09, Denver County, Colorado",3530,162,6.1,2.7,2.7,1.7,7,3.1,12.9,4.6,15.6,4.3,17.2,5.5,11.1,4.1,5.5,2.1,13.7,4.5,8.3,4.1,52896,2428,92170,15514,22.2,(X),(X),(X),(X),(X),1604,233,2,2.1,0.8,1.3,4.8,4.3,0.9,1.4,14.5,6.9,10.8,8.8,15.1,7.6,11.3,4.9,27.6,8.5,12.1,5.8,107738,34003,128405,22769,(X),(X),22.3,(X),(X),(X),1360,208,0.7,1.3,1,1.6,4.6,4.9,1,1.7,5.7,3.6,11.1,10.1,16.8,8.8,12.4,5.2,32.6,9.6,14.3,6.6,128452,50222,N,N,(X),(X),(X),(X),(X),(X),1926,273,9.4,4.7,4.4,2.8,8.8,4.6,22.8,8.2,16.6,6.3,22.5,9.5,7.7,5.4,0.6,0.9,2,3.2,5.1,5.9,37417,8919,61993,22880,(X),(X),(X),(X),22.2,(X)
1400000US08031006810,"Census Tract 68.10, Denver County, Colorado",2554,129,2.9,2.2,1.1,1.3,10.4,5.4,13.2,5.4,14.4,5.5,15.9,5,17.3,5.7,13.7,5.8,7,3.3,4.1,2.4,62885,10251,76443,7353,21.5,(X),(X),(X),(X),(X),1327,195,2,2.6,0,2.4,1.7,2.7,11.6,7.8,16.2,8.2,15.8,6.7,17.8,8.5,14.9,7.4,13.6,6.3,6.3,4.2,80028,13448,94709,11301,(X),(X),21,(X),(X),(X),1104,180,1.9,3,0,2.9,0,2.9,9.9,9,13.8,8.9,12,6.6,21.4,10,17.2,8.9,16.3,7.7,7.6,4.9,89375,13771,N,N,(X),(X),(X),(X),(X),(X),1227,204,3.9,3.7,2.3,2.8,19.8,9.5,14.8,7.7,12.4,7,16,8.3,16.8,9.4,12.4,8.6,0,2.6,1.6,2.6,43867,15464,56668,8818,(X),(X),(X),(X),22.1,(X)
1400000US08031006811,"Census Tract 68.11, Denver County, Colorado",3135,143,3.1,1.9,7.6,3.9,8.7,4.4,12.4,4.8,12.6,4.3,22.3,5,9.2,4,13.1,3.7,6.6,2.6,4.5,2.2,56150,3635,73070,6573,28.7,(X),(X),(X),(X),(X),1356,181,2.8,3.1,2.4,2.7,0.9,1.4,2.1,2.5,9.1,7.6,28.1,8.9,10.5,5.4,23.9,7.9,10.8,5.1,9.6,4.7,84917,18793,104698,11166,(X),(X),27.6,(X),(X),(X),1031,165,1.1,1.6,3.1,3.5,0,3.1,1.3,2.1,3.2,3.5,29,9.7,13.8,7,24.1,8.5,11.9,6.2,12.6,6.1,91767,19487,N,N,(X),(X),(X),(X),(X),(X),1779,179,4,2.7,11.6,6.5,15.3,7.4,21.1,8.1,17.4,7,18.4,5.4,3.4,3.4,4.9,2.7,3.4,2.8,0.6,0.9,33591,5233,46157,6310,(X),(X),(X),(X),28.8,(X)
1400000US08031006812,"Census Tract 68.12, Denver County, Colorado",1728,97,3.3,2.2,5.8,2.8,17.3,4.3,12.1,3.7,16.8,4.4,12.4,4.5,13.6,5,7.5,3.2,6.4,2.8,4.7,2.8,42226,6806,71335,10191,19.7,(X),(X),(X),(X),(X),719,108,0,4.4,1.5,2.4,6.4,4.2,11.1,7.6,14,6.1,12.2,5.3,22.3,8.2,11.4,6.3,10.4,5.6,10.6,6.3,82250,11903,106536,23347,(X),(X),18.6,(X),(X),(X),520,81,0,6.1,0,6.1,6.3,4.9,5.4,4.3,13.8,8.3,10,5.5,22.9,9.3,13.5,7.3,14.4,7.6,13.7,8.2,87262,13212,N,N,(X),(X),(X),(X),(X),(X),1009,112,5.6,3.8,8.8,5.2,25.1,6.5,12.8,5.4,19.6,6.5,12.6,6.6,7.4,6.6,4,2.5,3.5,2.9,0.6,1,30912,9077,45309,6572,(X),(X),(X),(X),20.5,(X)
1400000US08031006813,"Census Tract 68.13, Denver County, Colorado",2370,160,8.5,5.1,7.4,4.2,20.4,7.9,11.9,5.7,19.2,6.2,15.9,6.8,6.3,5.1,8.5,3.7,0.6,1,1.2,1.4,36075,6638,46700,6136,23.7,(X),(X),(X),(X),(X),823,226,5.7,6.3,5.2,6.6,22.8,15,10.9,11,23.9,13.1,7.8,6.3,12.9,11.1,8.6,7,0,3.9,2.1,3.3,36813,13772,50412,12907,(X),(X),30.5,(X),(X),(X),495,171,0,6.4,0,6.4,18,15.9,6.9,10.7,33.5,19.7,9.9,8.8,18,14.5,10.3,9.8,0,6.4,3.4,5.3,45938,10125,N,N,(X),(X),(X),(X),(X),(X),1547,239,10,7.3,11.3,6.2,19.1,9.5,12.4,7.3,17.2,6.8,19.8,9.2,0,2.1,8.4,5.2,1,1.5,0.8,1.3,32909,9219,42564,6993,(X),(X),(X),(X),17.3,(X)
1400000US08031006814,"Census Tract 68.14, Denver County, Colorado",2009,125,6.8,4.6,4.3,3.2,10,5.5,14.4,7.4,20.1,8.8,15.1,7.1,10,5.7,7.5,3.4,6.7,4.3,5.3,3.7,44375,11973,71036,9793,23.8,(X),(X),(X),(X),(X),1170,164,7.3,6.9,0,2.7,12.5,10,4.7,6.1,27.3,13,12.9,7,7.9,6.6,12.8,6,6.9,5.1,7.8,6.5,49020,12151,81096,16073,(X),(X),19.9,(X),(X),(X),840,112,4.8,4.6,0,3.8,1.8,3,6.5,8.2,25.5,11.5,16.9,8.9,11,9.1,17.3,8.3,5.5,4.9,10.8,8.9,61810,22426,N,N,(X),(X),(X),(X),(X),(X),839,177,6.1,5.8,10.3,8.2,10.7,6.6,23.6,13.9,10,10.8,18.1,11.7,13,10.3,1.9,3.4,6.3,6.4,0,3.8,34725,20628,52163,9659,(X),(X),(X),(X),27.5,(X)
1400000US08031006901,"Census Tract 69.01, Denver County, Colorado",2626,152,12.6,5.6,8.2,3.8,17.7,6.7,26.6,6.8,12.4,4.5,8.6,4.5,6.1,2.8,4.5,2.3,2.4,1.8,0.9,1.1,28613,4133,40605,4757,24.9,(X),(X),(X),(X),(X),945,165,15.4,9.8,8.7,7.5,9.6,8.3,22.8,12,10.7,5.7,9.6,5.6,5.5,3.9,8.5,5.2,6.7,4.9,2.5,3.1,33463,2988,53163,10266,(X),(X),11.2,(X),(X),(X),482,129,2.5,4.2,0,6.5,6.6,8.3,16.2,15.5,18,10.2,12.9,9.1,9.1,6.9,16.6,9.7,13.1,9.2,5,5.8,61875,32681,N,N,(X),(X),(X),(X),(X),(X),1681,192,14.5,6.8,10.8,5.4,22.8,9.3,23.1,8.4,12.8,6,8,6.2,5.8,3.8,2.3,2,0,1.9,0,1.9,25813,3625,31821,4710,(X),(X),(X),(X),25.8,(X)
1400000US08031007006,"Census Tract 70.06, Denver County, Colorado",2324,154,10.1,4.8,11.2,5.5,20.4,7.3,17.2,6.2,16.6,5.3,11,5.4,7.4,3.4,5.1,3.6,1.1,1.3,0,1.4,29847,5781,38427,4729,20.7,(X),(X),(X),(X),(X),885,193,6.3,7,10.4,7.2,28.5,13.2,12.7,6,11.4,9.4,15.3,11.7,9.6,5.7,2.9,3.6,2.9,3.4,0,3.6,30148,14053,41090,8133,(X),(X),32.4,(X),(X),(X),502,176,0,6.3,0,6.3,21.5,15.4,12.2,8.7,16.5,14.2,26.9,18.3,12.5,8.5,5.2,6.4,5.2,6.2,0,6.3,49904,5439,N,N,(X),(X),(X),(X),(X),(X),1439,179,12.4,7,13.5,7.9,16.5,9.1,21.4,9.4,16.8,7.7,8.3,4.6,4.7,3.8,6.5,5.5,0,2.2,0,2.2,27125,4228,35327,6172,(X),(X),(X),(X),13.5,(X)
1400000US08031007013,"Census Tract 70.13, Denver County, Colorado",1851,108,6.5,4.6,0.4,0.6,7.7,3.3,11.9,5,18.3,5.4,17.8,5.4,15.3,5.7,17.3,5.5,1.7,1.4,3.2,1.9,56332,8057,68886,7404,19.4,(X),(X),(X),(X),(X),744,123,2.8,3.8,0.9,1.6,3.1,3.2,8.3,5.5,20.2,9.5,14.2,7.5,21.9,11.2,20.7,8.3,1.5,2.3,6.3,4.3,75203,31313,82763,11833,(X),(X),25.4,(X),(X),(X),540,125,1.7,2.6,1.3,2.2,0,5.8,9.4,7.3,21.9,12.1,12,8.9,20,12.7,23,11.2,2,3.2,8.7,6,83750,26681,N,N,(X),(X),(X),(X),(X),(X),1107,143,10,7.5,0,2.9,11.3,5.2,13.3,7.7,17.1,6.4,20.1,7.8,10.8,5.1,14.5,7,1.8,2.1,1.1,1.2,46472,13742,58368,8169,(X),(X),(X),(X),15,(X)
1400000US08031007037,"Census Tract 70.37, Denver County, Colorado",1695,109,10.9,4.4,5.5,4,20.9,6.8,13.3,4.6,21.1,6.4,12.7,5,6.2,3.6,5.7,3.4,2.4,1.8,1.4,1.5,34010,5785,46862,6929,33.3,(X),(X),(X),(X),(X),825,118,9.2,5.9,8.6,7.8,25,9.6,6.9,5.7,20.2,10.3,11.6,6.6,7.3,5.8,5.3,4,2.9,3.1,2.9,3.1,35118,11158,53520,13146,(X),(X),37.1,(X),(X),(X),411,102,5.1,5.3,8.3,9.4,20.4,13.1,5.8,9,11.7,7.9,13.6,12,13.1,10.9,10.7,8.1,5.4,5.7,5.8,6.3,46583,15963,N,N,(X),(X),(X),(X),(X),(X),870,127,13.4,7.2,2.5,2.3,21,8,19.2,6.8,17,8.3,14.9,6.8,5.9,4.9,4.8,4.3,1.1,1.7,0,3.7,31111,5220,38265,6405,(X),(X),(X),(X),27.7,(X)
1400000US08031007088,"Census Tract 70.88, Denver County, Colorado",2422,130,9.6,5.1,5.2,3.6,6.5,3,15.2,6.3,10.5,4.1,20.9,7.3,15.9,7.2,7.5,4.4,3.2,2.6,5.6,3.2,53359,8029,67647,9746,20.6,(X),(X),(X),(X),(X),934,199,10.9,8.8,3.6,5.5,5.6,5,10.7,7.1,5,5.8,21,10.8,19.7,9.1,7.4,6.4,8.4,6.6,7.7,5.5,70112,6908,76336,13456,(X),(X),21.6,(X),(X),(X),634,150,4.7,7.5,0,5,5.4,6.3,14.4,9.9,1.3,2.3,21.6,13.4,18.1,9.6,10.9,9.5,12.3,9.7,11.4,8.2,76932,12277,N,N,(X),(X),(X),(X),(X),(X),1488,200,10.8,6.8,6.1,4.8,7.1,3.9,17.9,8.4,16.1,6.6,16.7,8,13.4,10,7.6,5.8,0,2.2,4.3,3.8,40938,7955,61084,13254,(X),(X),(X),(X),20,(X)
1400000US08031007089,"Census Tract 70.89, Denver County, Colorado",3366,167,7.8,3.1,11.8,4.6,27.2,5.3,15.9,5,16.2,4.6,12.5,4.1,2.8,2,4.7,2.1,0.8,0.9,0.4,0.7,26652,2920,37123,3872,24.2,(X),(X),(X),(X),(X),869,166,1.5,2.3,2,6,21.7,10.8,20.5,10.4,17.4,7.7,20.5,8.9,7.4,7.1,4.3,4,3.2,3.7,1.6,2.7,36838,6374,53733,9267,(X),(X),23.4,(X),(X),(X),550,130,2.4,3.8,2.5,3.8,17.8,11.3,23.5,13,17.3,9.1,17.8,8.6,4.4,4.7,6.7,6,5.1,5.5,2.5,4.3,37019,8486,N,N,(X),(X),(X),(X),(X),(X),2497,221,9.9,4.1,15.2,5.7,29.1,6.3,14.3,5.2,15.8,5.2,9.7,4,1.2,1.4,4.8,2.5,0,1.3,0,1.3,23304,2775,31343,3514,(X),(X),(X),(X),24.5,(X)
1400000US08031008304,"Census Tract 83.04, Denver County, Colorado",884,46,5.4,4.2,3.6,3.8,9.8,5.4,15,7.6,30.3,9.3,15.2,5.3,12.7,5,7.5,4.7,0.5,0.9,0,3.6,42143,5432,49877,5222,61.8,(X),(X),(X),(X),(X),763,68,5.5,4.7,4.7,4.5,11.5,6.1,9.2,7.8,32.8,10.8,18,6.1,13.1,5.7,4.7,3.4,0.5,1,0,4.2,43040,5850,48295,5134,(X),(X),63.8,(X),(X),(X),477,91,0,6.6,2.1,2.8,8,6.1,10.7,11.4,44.7,14.4,17,8.1,13,8,3.8,4.6,0.8,1.6,0,6.6,43665,5106,N,N,(X),(X),(X),(X),(X),(X),121,49,5,7.8,2.5,6.4,2.5,5.7,46.3,22.9,14.9,12.1,19.8,15.4,0,23.3,9.1,13.4,0,23.3,0,23.3,32107,8382,48471,16434,(X),(X),(X),(X),45.5,(X)
